Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
S842,11n65,-3,-2,--,--,S842,{'G1170'}
S843,11n65,-3,-2,--,--,S843,{'G1169'}
S844,11n65,-3,0,?,S845,?,"{'G1170', 'G1172'}"
S845,11n65,-3,0,?,S844,?,"{'G1171', 'G1169'}"
S846,11n65,-3,2,--,--,S846,{'G1172'}
S847,11n65,-3,2,--,--,S847,{'G1171'}
S848,m11n65,-9,-2,--,--,S848,{'G1175'}
S849,m11n65,-9,-2,--,--,S849,{'G1173'}
S850,m11n65,-9,-2,--,--,S850,{'G1174'}
S851,m11n65,-9,0,S852,?,S851,"{'G1175', 'G1176'}"
S852,m11n65,-9,0,S851,?,S852,"{'G1178', 'G1174', 'G1173', 'G1177'}"
S853,m11n65,-9,2,--,--,S853,"{'G1178', 'G1177'}"
S854,m11n65,-9,2,--,--,S854,{'G1176'}
S855,m11n173,-1,-2,--,--,S855,{'G1183'}
S856,m11n173,-1,-2,--,--,S856,"{'G1181', 'G1182'}"
S857,m11n173,-1,0,?,S858,S857,"{'G1183', 'G1184'}"
S858,m11n173,-1,0,?,S857,S858,"{'G1181', 'G1185', 'G1182', 'G1186'}"
S859,m11n173,-1,2,--,--,S859,{'G1184'}
S860,m11n173,-1,2,--,--,S860,"{'G1185', 'G1186'}"
S861,11n173,-11,-2,--,--,S861,{'G1179'}
S862,11n173,-11,0,S863,S863,S862,{'G1180'}
S863,11n173,-11,0,S862,S862,S863,{'G1179'}
S864,11n173,-11,2,--,--,S864,{'G1180'}
S865,m11n99,-12,-1,--,--,S865,"{'G1188', 'G1193', 'G1191', 'G1189', 'G1187', 'G1190', 'G1192'}"
S866,m11n99,-12,-3,--,--,S866,"{'G1188', 'G1189'}"
S867,m11n99,-12,-3,--,--,S867,{'G1187'}
S868,m11n99,-12,1,--,--,S868,"{'G1196', 'G1193', 'G1194', 'G1191', 'G1195', 'G1190', 'G1192'}"
S869,m11n99,-12,3,--,--,S869,{'G1194'}
S870,m11n99,-12,3,--,--,S870,"{'G1195', 'G1196'}"
S871,11n99,0,-1,--,--,S871,"{'G1200', 'G1197'}"
S872,11n99,0,-1,--,--,S872,"{'G1198', 'G1199'}"
S873,11n99,0,1,--,--,S873,"{'G1198', 'G1199'}"
S874,11n99,0,1,--,--,S874,"{'G1200', 'G1197'}"
S875,11n183,-16,-1,--,--,S875,"{'G1202', 'G1201'}"
S876,11n183,-16,-3,--,--,S876,{'G1201'}
S877,11n183,-16,1,--,--,S877,"{'G1203', 'G1202'}"
S878,11n183,-16,3,--,--,S878,{'G1203'}
S879,m11n183,4,-1,--,--,S879,{'G1205'}
S880,m11n183,4,-1,--,--,S880,{'G1204'}
S881,m11n183,4,1,--,--,S881,{'G1204'}
S882,m11n183,4,1,--,--,S882,{'G1205'}
S883,m11n24,-5,-2,--,--,S884,"{'G1206', 'G1212'}"
S884,m11n24,-5,-2,--,--,S883,{'G1207'}
S885,m11n24,-5,-2,--,--,?,{'G1211'}
S886,m11n24,-5,-2,--,--,S888,"{'G1213', 'G1209'}"
S887,m11n24,-5,-2,--,--,?,{'G1210'}
S888,m11n24,-5,-2,--,--,S886,{'G1208'}
S889,m11n24,-5,0,?,S892,S891,"{'G1215', 'G1213', 'G1209'}"
S890,m11n24,-5,0,?,S891,S892,"{'G1221', 'G1207', 'G1219', 'G1217', 'G1211'}"
S891,m11n24,-5,0,S892,S890,S889,"{'G1220', 'G1208', 'G1210'}"
S892,m11n24,-5,0,S891,S889,S890,"{'G1218', 'G1212', 'G1214', 'G1206', 'G1216'}"
S893,m11n24,-5,2,--,--,S894,{'G1217'}
S894,m11n24,-5,2,--,--,S893,"{'G1218', 'G1216'}"
S895,m11n24,-5,2,--,--,?,{'G1220'}
S896,m11n24,-5,2,--,--,S898,"{'G1221', 'G1219'}"
S897,m11n24,-5,2,--,--,?,{'G1215'}
S898,m11n24,-5,2,--,--,S896,{'G1214'}
S899,11n24,-7,-2,--,--,S900,"{'G1227', 'G1224'}"
S900,11n24,-7,-2,--,--,S899,"{'G1223', 'G1226'}"
S901,11n24,-7,-2,--,--,S902,{'G1225'}
S902,11n24,-7,-2,--,--,S901,{'G1222'}
S903,11n24,-7,0,?,?,S906,"{'G1230', 'G1222', 'G1228', 'G1224', 'G1227'}"
S904,11n24,-7,0,?,?,S905,{'G1233'}
S905,11n24,-7,0,?,?,S904,{'G1229'}
S906,11n24,-7,0,?,?,S903,"{'G1232', 'G1223', 'G1225', 'G1231', 'G1226'}"
S907,11n24,-7,2,--,--,S908,{'G1233'}
S908,11n24,-7,2,--,--,S907,{'G1229'}
S909,11n24,-7,2,--,--,S910,"{'G1230', 'G1228'}"
S910,11n24,-7,2,--,--,S909,"{'G1232', 'G1231'}"
S911,m11n23,-1,-2,--,--,S914,"{'G1243', 'G1240'}"
S912,m11n23,-1,-2,--,--,S913,"{'G1238', 'G1242'}"
S913,m11n23,-1,-2,--,--,S912,"{'G1241', 'G1245'}"
S914,m11n23,-1,-2,--,--,S911,"{'G1239', 'G1244'}"
S915,m11n23,-1,0,?,?,S916,"{'G1238', 'G1252', 'G1242', 'G1240', 'G1246', 'G1243', 'G1251', 'G1248'}"
S916,m11n23,-1,0,?,?,S915,"{'G1239', 'G1244', 'G1247', 'G1245', 'G1241', 'G1249', 'G1253', 'G1250'}"
S917,m11n23,-1,2,--,--,S919,"{'G1251', 'G1248'}"
S918,m11n23,-1,2,--,--,S920,"{'G1247', 'G1249'}"
S919,m11n23,-1,2,--,--,S917,"{'G1253', 'G1250'}"
S920,m11n23,-1,2,--,--,S918,"{'G1246', 'G1252'}"
S921,11n23,-11,-2,--,--,S922,{'G1235'}
S922,11n23,-11,-2,--,--,S921,{'G1234'}
S923,11n23,-11,0,?,?,S924,"{'G1235', 'G1237'}"
S924,11n23,-11,0,?,?,S923,"{'G1236', 'G1234'}"
S925,11n23,-11,2,--,--,S926,{'G1236'}
S926,11n23,-11,2,--,--,S925,{'G1237'}
S927,8a12,-6,-1,--,--,?,"{'G1254', 'G1256', 'G1258', 'G1259', 'G1260'}"
S929,8a12,-6,-1,--,--,?,"{'G1255', 'G1257'}"
S930,8a12,-6,1,--,--,?,"{'G1254', 'G1256', 'G1258', 'G1259', 'G1260'}"
S931,8a12,-6,1,--,--,?,"{'G1255', 'G1257'}"
S934,8a14,-10,-1,--,--,S934,"{'G1288', 'G1282', 'G1283', 'G1289'}"
S935,8a14,-10,-1,--,--,S935,"{'G1272', 'G1270', 'G1292', 'G1290', 'G1269', 'G1285', 'G1277', 'G1273', 'G1284', 'G1274', 'G1281', 'G1268', 'G1278', 'G1275', 'G1267', 'G1276', 'G1287', 'G1286', 'G1280', 'G1294', 'G1293', 'G1279', 'G1291', 'G1271'}"
S936,8a14,-10,-3,--,--,S939,"{'G1271', 'G1268'}"
S937,8a14,-10,-3,--,--,S938,"{'G1274', 'G1273'}"
S938,8a14,-10,-3,--,--,S937,"{'G1272', 'G1270'}"
S939,8a14,-10,-3,--,--,S936,"{'G1269', 'G1267'}"
S941,8a14,-10,1,--,--,S941,"{'G1288', 'G1282', 'G1283', 'G1289'}"
S942,8a14,-10,1,--,--,S942,"{'G1301', 'G1292', 'G1298', 'G1290', 'G1299', 'G1285', 'G1277', 'G1297', 'G1302', 'G1284', 'G1281', 'G1295', 'G1278', 'G1275', 'G1276', 'G1287', 'G1286', 'G1280', 'G1294', 'G1296', 'G1293', 'G1279', 'G1291', 'G1300'}"
S943,8a14,-10,3,--,--,S946,"{'G1301', 'G1297'}"
S944,8a14,-10,3,--,--,S945,"{'G1302', 'G1296'}"
S945,8a14,-10,3,--,--,S944,"{'G1299', 'G1295'}"
S946,8a14,-10,3,--,--,S943,"{'G1300', 'G1298'}"
S947,m8a14,-2,-1,--,--,?,{'G1262'}
S948,m8a14,-2,-1,--,--,?,{'G1265'}
S949,m8a14,-2,-1,--,--,S950,"{'G1264', 'G1261', 'G1266'}"
S950,m8a14,-2,-1,--,--,S949,{'G1263'}
S951,m8a14,-2,1,--,--,?,"{'G1264', 'G1266'}"
S952,m8a14,-2,1,--,--,S953,{'G1263'}
S953,m8a14,-2,1,--,--,S952,{'G1261'}
S954,m8a14,-2,1,--,--,?,{'G1265'}
S955,m8a14,-2,1,--,--,?,{'G1262'}
S956,8a15,-14,-1,--,--,S956,"{'G1316', 'G1308', 'G1324', 'G1306', 'G1311', 'G1318', 'G1321', 'G1325', 'G1310', 'G1303', 'G1312', 'G1327', 'G1322', 'G1304', 'G1330', 'G1319', 'G1309', 'G1320', 'G1317', 'G1329', 'G1323', 'G1328', 'G1314'}"
S957,8a15,-14,-1,--,--,S957,"{'G1305', 'G1307'}"
S960,8a15,-14,-1,--,--,S960,"{'G1313', 'G1315', 'G1326'}"
S961,8a15,-14,-3,--,--,S961,"{'G1308', 'G1303'}"
S963,8a15,-14,-3,--,--,S963,"{'G1307', 'G1306', 'G1304', 'G1305', 'G1310', 'G1309'}"
S964,8a15,-14,1,--,--,S964,"{'G1316', 'G1332', 'G1336', 'G1324', 'G1311', 'G1331', 'G1318', 'G1321', 'G1325', 'G1312', 'G1323', 'G1327', 'G1338', 'G1322', 'G1330', 'G1319', 'G1320', 'G1317', 'G1337', 'G1329', 'G1335', 'G1328', 'G1314'}"
S966,8a15,-14,1,--,--,S966,"{'G1334', 'G1333'}"
S967,8a15,-14,1,--,--,S967,"{'G1313', 'G1326', 'G1315'}"
S969,8a15,-14,3,--,--,S969,"{'G1338', 'G1336', 'G1331'}"
S970,8a15,-14,3,--,--,S970,"{'G1334', 'G1333'}"
S972,8a15,-14,3,--,--,S972,"{'G1335', 'G1337', 'G1332'}"
S973,m8a15,2,-1,--,--,S973,"{'G1342', 'G1345'}"
S974,m8a15,2,-1,--,--,S974,"{'G1346', 'G1344'}"
S975,m8a15,2,-1,--,--,S975,"{'G1341', 'G1348', 'G1347'}"
S976,m8a15,2,-1,--,--,S976,"{'G1343', 'G1340', 'G1339'}"
S977,m8a15,2,1,--,--,S977,"{'G1347', 'G1342'}"
S978,m8a15,2,1,--,--,S978,"{'G1343', 'G1344'}"
S979,m8a15,2,1,--,--,?,"{'G1346', 'G1340', 'G1339'}"
S980,m8a15,2,1,--,--,?,"{'G1341', 'G1348', 'G1345'}"
S981,8a16,-3,-2,--,--,?,{'G1350'}
S982,8a16,-3,-2,--,--,?,"{'G1351', 'G1349'}"
S983,8a16,-3,0,?,S985,?,"{'G1351', 'G1349'}"
S984,8a16,-3,0,S985,S986,?,"{'G1352', 'G1353'}"
S985,8a16,-3,0,S984,?,S986,{'G1354'}
S986,8a16,-3,0,?,?,S985,{'G1350'}
S987,8a16,-3,2,--,--,?,"{'G1352', 'G1353'}"
S988,8a16,-3,2,--,--,?,{'G1354'}
S989,m8a16,-9,-2,--,--,S989,"{'G1357', 'G1362', 'G1360', 'G1364', 'G1358'}"
S991,m8a16,-9,-2,--,--,S991,"{'G1369', 'G1368', 'G1365', 'G1366', 'G1355', 'G1367', 'G1363', 'G1359', 'G1356', 'G1361'}"
S992,m8a16,-9,-4,--,--,S993,{'G1369'}
S993,m8a16,-9,-4,--,--,S992,{'G1367'}
S994,m8a16,-9,-4,--,--,S994,{'G1368'}
S995,m8a16,-9,0,?,?,S995,"{'G1357', 'G1362', 'G1360', 'G1375', 'G1379', 'G1380', 'G1377', 'G1364', 'G1358', 'G1374'}"
S996,m8a16,-9,0,?,?,S996,"{'G1370', 'G1365', 'G1366', 'G1371', 'G1376', 'G1355', 'G1363', 'G1372', 'G1378', 'G1381', 'G1356', 'G1359', 'G1373', 'G1361'}"
S997,m8a16,-9,2,--,--,S997,"{'G1374', 'G1380', 'G1379', 'G1375'}"
S998,m8a16,-9,2,--,--,S998,"{'G1370', 'G1371', 'G1376', 'G1372', 'G1378', 'G1381', 'G1373', 'G1382', 'G1383', 'G1384'}"
S999,m8a16,-9,2,--,--,?,{'G1377'}
S1000,m8a16,-9,4,--,--,S1000,"{'G1384', 'G1382', 'G1383'}"
S1001,8a17,-6,-1,--,--,S1005,"{'G1409', 'G1405', 'G1412', 'G1411', 'G1389', 'G1392'}"
S1002,8a17,-6,-1,--,--,S1004,"{'G1407', 'G1408', 'G1416', 'G1388', 'G1404'}"
S1003,8a17,-6,-1,--,--,S1006,"{'G1391', 'G1414', 'G1402', 'G1399', 'G1413'}"
S1004,8a17,-6,-1,--,--,S1002,"{'G1400', 'G1415', 'G1387', 'G1396', 'G1403'}"
S1005,8a17,-6,-1,--,--,S1001,"{'G1394', 'G1406', 'G1385', 'G1401', 'G1393'}"
S1006,8a17,-6,-1,--,--,S1003,"{'G1386', 'G1397', 'G1398', 'G1390', 'G1395', 'G1410'}"
S1007,8a17,-6,-3,--,--,S1012,{'G1385'}
S1008,8a17,-6,-3,--,--,S1010,{'G1387'}
S1009,8a17,-6,-3,--,--,S1011,{'G1391'}
S1010,8a17,-6,-3,--,--,S1008,{'G1388'}
S1011,8a17,-6,-3,--,--,S1009,"{'G1390', 'G1386'}"
S1012,8a17,-6,-3,--,--,S1007,"{'G1392', 'G1389'}"
S1013,8a17,-6,1,--,--,S1014,"{'G1396', 'G1400', 'G1403', 'G1415'}"
S1014,8a17,-6,1,--,--,S1013,"{'G1407', 'G1404', 'G1408', 'G1416'}"
S1015,8a17,-6,1,--,--,S1016,"{'G1417', 'G1394', 'G1406', 'G1422', 'G1401', 'G1393'}"
S1016,8a17,-6,1,--,--,S1015,"{'G1409', 'G1405', 'G1412', 'G1411', 'G1424', 'G1420'}"
S1017,8a17,-6,1,--,--,S1018,"{'G1397', 'G1398', 'G1395', 'G1418', 'G1410', 'G1419'}"
S1018,8a17,-6,1,--,--,S1017,"{'G1423', 'G1421', 'G1414', 'G1402', 'G1399', 'G1413'}"
S1019,8a17,-6,3,--,--,S1024,"{'G1423', 'G1421'}"
S1020,8a17,-6,3,--,--,S1022,"{'G1417', 'G1422'}"
S1022,8a17,-6,3,--,--,S1020,{'G1424'}
S1023,8a17,-6,3,--,--,?,{'G1420'}
S1024,8a17,-6,3,--,--,S1019,"{'G1418', 'G1419'}"
S1025,8a18,-6,-1,--,--,S1025,"{'G1428', 'G1426', 'G1425', 'G1427'}"
S1026,8a18,-6,-3,--,--,S1026,{'G1425'}
S1027,8a18,-6,1,--,--,S1027,"{'G1429', 'G1428', 'G1426', 'G1427'}"
S1028,8a18,-6,3,--,--,S1028,{'G1429'}
S1029,m12n25,-6,-1,--,--,?,{'G1437'}
S1030,12n25,-6,-1,--,--,S1041,"{'G1454', 'G1430', 'G1457', 'G1455'}"
S1031,12n25,-6,-1,--,--,S1039,"{'G1458', 'G1432', 'G1443'}"
S1032,12n25,-6,-1,--,--,S1042,"{'G1461', 'G1447', 'G1431'}"
S1033,m12n25,-6,-1,--,--,?,{'G1434'}
S1034,m12n25,-6,-1,--,--,S1035,{'G1450'}
S1035,m12n25,-6,-1,--,--,S1034,{'G1444'}
S1036,12n25,-6,-1,--,--,S1036,"{'G1464', 'G1459', 'G1451', 'G1453'}"
S1037,12n25,-6,-1,--,--,S1040,"{'G1456', 'G1440', 'G1462', 'G1433'}"
S1038,12n25,-6,-1,--,--,S1038,"{'G1468', 'G1435', 'G1460', 'G1438'}"
S1039,12n25,-6,-1,--,--,S1031,"{'G1467', 'G1445', 'G1452'}"
S1040,12n25,-6,-1,--,--,S1037,"{'G1449', 'G1446', 'G1466', 'G1465'}"
S1041,12n25,-6,-1,--,--,S1030,"{'G1469', 'G1439', 'G1441', 'G1463'}"
S1042,12n25,-6,-1,--,--,S1032,"{'G1436', 'G1442', 'G1448'}"
S1043,12n25,-6,1,--,--,S1043,"{'G1430', 'G1435', 'G1463', 'G1460'}"
S1044,12n25,-6,1,--,--,S1048,"{'G1454', 'G1468', 'G1455', 'G1452'}"
S1045,12n25,-6,1,--,--,S1056,"{'G1461', 'G1447', 'G1446'}"
S1046,12n25,-6,1,--,--,S1053,"{'G1465', 'G1466', 'G1431', 'G1451'}"
S1047,m12n25,-6,1,--,--,?,{'G1434'}
S1048,12n25,-6,1,--,--,S1044,"{'G1469', 'G1432', 'G1441', 'G1438'}"
S1049,m12n25,-6,1,--,--,S1054,{'G1450'}
S1050,12n25,-6,1,--,--,S1055,"{'G1458', 'G1439', 'G1443'}"
S1051,m12n25,-6,1,--,--,?,{'G1437'}
S1052,12n25,-6,1,--,--,S1052,"{'G1449', 'G1462', 'G1459', 'G1453'}"
S1053,12n25,-6,1,--,--,S1046,"{'G1456', 'G1464', 'G1440', 'G1448'}"
S1054,m12n25,-6,1,--,--,S1049,{'G1444'}
S1055,12n25,-6,1,--,--,S1050,"{'G1457', 'G1467', 'G1445'}"
S1056,12n25,-6,1,--,--,S1045,"{'G1436', 'G1442', 'G1433'}"
S1057,12n253,-1,-2,--,--,S1058,"{'G1477', 'G1476'}"
S1058,12n253,-1,-2,--,--,S1057,"{'G1475', 'G1474'}"
S1059,12n253,-1,0,?,?,S1060,"{'G1475', 'G1480', 'G1474', 'G1481'}"
S1060,12n253,-1,0,?,?,S1059,"{'G1477', 'G1479', 'G1476', 'G1478'}"
S1061,12n253,-1,2,--,--,S1062,"{'G1480', 'G1481'}"
S1062,12n253,-1,2,--,--,S1061,"{'G1479', 'G1478'}"
S1063,m12n253,-11,-2,--,--,S1064,{'G1471'}
S1064,m12n253,-11,-2,--,--,S1063,{'G1470'}
S1065,m12n253,-11,0,?,?,S1066,"{'G1473', 'G1471'}"
S1066,m12n253,-11,0,?,?,S1065,"{'G1472', 'G1470'}"
S1067,m12n253,-11,2,--,--,S1068,{'G1472'}
S1068,m12n253,-11,2,--,--,S1067,{'G1473'}
S1069,12n254,-14,-1,--,--,S1070,"{'G1491', 'G1484', 'G1485', 'G1489', 'G1483'}"
S1070,12n254,-14,-1,--,--,S1069,"{'G1486', 'G1488', 'G1487', 'G1482', 'G1490'}"
S1071,12n254,-14,-3,--,--,S1072,{'G1483'}
S1072,12n254,-14,-3,--,--,S1071,{'G1482'}
S1073,12n254,-14,1,--,--,S1074,"{'G1491', 'G1484', 'G1485', 'G1489', 'G1492'}"
S1074,12n254,-14,1,--,--,S1073,"{'G1486', 'G1488', 'G1487', 'G1493', 'G1490'}"
S1075,12n254,-14,3,--,--,S1076,{'G1492'}
S1076,12n254,-14,3,--,--,S1075,{'G1493'}
S1077,m12n254,2,-1,--,--,S1078,"{'G1495', 'G1500'}"
S1078,m12n254,2,-1,--,--,S1077,"{'G1498', 'G1499'}"
S1079,m12n254,2,-1,--,--,S1080,"{'G1497', 'G1496'}"
S1080,m12n254,2,-1,--,--,S1079,"{'G1494', 'G1501'}"
S1081,m12n254,2,1,--,--,S1082,"{'G1498', 'G1499'}"
S1082,m12n254,2,1,--,--,S1081,"{'G1495', 'G1500'}"
S1083,m12n254,2,1,--,--,S1084,"{'G1494', 'G1501'}"
S1084,m12n254,2,1,--,--,S1083,"{'G1497', 'G1496'}"
S1085,12n280,-10,-1,--,--,?,"{'G1509', 'G1510'}"
S1086,12n280,-10,-1,--,--,S1086,"{'G1508', 'G1511', 'G1512', 'G1513'}"
S1087,12n280,-10,1,--,--,?,"{'G1509', 'G1510'}"
S1088,12n280,-10,1,--,--,S1088,"{'G1508', 'G1511', 'G1512', 'G1513'}"
S1089,m12n280,-2,-1,--,--,S1090,"{'G1507', 'G1506'}"
S1090,m12n280,-2,-1,--,--,S1089,"{'G1503', 'G1505', 'G1504', 'G1502'}"
S1091,m12n280,-2,1,--,--,S1092,"{'G1507', 'G1506'}"
S1092,m12n280,-2,1,--,--,S1091,"{'G1503', 'G1505', 'G1504', 'G1502'}"
S1093,12n285,-10,-1,--,--,S1093,"{'G1516', 'G1519', 'G1518', 'G1517', 'G1520', 'G1522', 'G1521', 'G1523'}"
S1094,12n285,-10,1,--,--,S1094,"{'G1516', 'G1519', 'G1518', 'G1517', 'G1520', 'G1522', 'G1521', 'G1523'}"
S1095,m12n285,-2,-1,--,--,?,{'G1514'}
S1096,m12n285,-2,-1,--,--,?,{'G1515'}
S1097,m12n285,-2,1,--,--,?,{'G1514'}
S1098,m12n285,-2,1,--,--,?,{'G1515'}
S1099,12n293,-14,-1,--,--,S1099,"{'G1527', 'G1525', 'G1530', 'G1529', 'G1528', 'G1524', 'G1526'}"
S1100,12n293,-14,-3,--,--,S1100,{'G1524'}
S1101,12n293,-14,-3,--,--,S1101,{'G1525'}
S1102,12n293,-14,1,--,--,S1102,"{'G1527', 'G1530', 'G1531', 'G1529', 'G1528', 'G1532', 'G1526'}"
S1103,12n293,-14,3,--,--,S1103,{'G1532'}
S1104,12n293,-14,3,--,--,S1104,{'G1531'}
S1105,m12n293,2,-1,--,--,S1105,{'G1533'}
S1106,m12n293,2,-1,--,--,S1106,{'G1534'}
S1107,m12n293,2,1,--,--,S1107,{'G1533'}
S1108,m12n293,2,1,--,--,S1108,{'G1534'}
S1109,12n321,-14,-1,--,--,S1109,"{'G1535', 'G1539', 'G1536', 'G1537', 'G1538', 'G1540'}"
S1110,12n321,-14,-3,--,--,S1110,{'G1535'}
S1111,12n321,-14,-3,--,--,S1111,{'G1536'}
S1112,12n321,-14,1,--,--,S1112,"{'G1539', 'G1537', 'G1541', 'G1538', 'G1540', 'G1542'}"
S1113,12n321,-14,3,--,--,S1113,{'G1541'}
S1114,12n321,-14,3,--,--,S1114,{'G1542'}
S1115,m12n321,2,-1,--,--,S1115,"{'G1544', 'G1543'}"
S1116,m12n321,2,1,--,--,S1116,"{'G1544', 'G1543'}"
S1117,12n323,-5,-2,--,--,S1119,"{'G1549', 'G1550', 'G1552'}"
S1118,12n323,-5,-2,--,--,S1121,"{'G1561', 'G1559', 'G1546'}"
S1119,12n323,-5,-2,--,--,S1117,"{'G1562', 'G1551', 'G1553'}"
S1120,12n323,-5,-2,--,--,S1122,"{'G1557', 'G1555', 'G1558'}"
S1121,12n323,-5,-2,--,--,S1118,"{'G1548', 'G1560', 'G1545'}"
S1122,12n323,-5,-2,--,--,S1120,"{'G1556', 'G1554', 'G1547'}"
S1123,12n323,-5,0,?,?,S1124,"{'G1562', 'G1551', 'G1573', 'G1563', 'G1577', 'G1580', 'G1548', 'G1554', 'G1547', 'G1572', 'G1545', 'G1556', 'G1560', 'G1569', 'G1575', 'G1566', 'G1553', 'G1578'}"
S1124,12n323,-5,0,?,?,S1123,"{'G1567', 'G1546', 'G1555', 'G1570', 'G1552', 'G1561', 'G1549', 'G1579', 'G1564', 'G1574', 'G1568', 'G1557', 'G1571', 'G1550', 'G1558', 'G1559', 'G1576', 'G1565'}"
S1125,12n323,-5,2,--,--,S1126,"{'G1566', 'G1575', 'G1572'}"
S1126,12n323,-5,2,--,--,S1125,"{'G1567', 'G1570', 'G1574'}"
S1127,12n323,-5,2,--,--,S1129,"{'G1577', 'G1569', 'G1563'}"
S1128,12n323,-5,2,--,--,S1130,"{'G1579', 'G1564', 'G1565'}"
S1129,12n323,-5,2,--,--,S1127,"{'G1568', 'G1576', 'G1571'}"
S1130,12n323,-5,2,--,--,S1128,"{'G1580', 'G1573', 'G1578'}"
S1131,m12n323,-7,-2,--,--,S1132,{'G1582'}
S1132,m12n323,-7,-2,--,--,S1131,{'G1581'}
S1133,m12n323,-7,0,S1134,?,S1135,"{'G1584', 'G1582'}"
S1134,m12n323,-7,0,S1133,S1135,?,{'G1583'}
S1135,m12n323,-7,0,?,?,S1133,{'G1581'}
S1136,m12n323,-7,2,--,--,?,{'G1584'}
S1137,m12n323,-7,2,--,--,?,{'G1583'}
S1138,12n328,-18,-1,--,--,S1138,"{'G1589', 'G1588', 'G1585', 'G1587', 'G1586'}"
S1139,12n328,-18,-3,--,--,S1139,"{'G1585', 'G1587', 'G1586'}"
S1140,12n328,-18,1,--,--,S1140,"{'G1592', 'G1589', 'G1588', 'G1591', 'G1590'}"
S1141,12n328,-18,3,--,--,S1141,"{'G1592', 'G1591', 'G1590'}"
S1142,m12n328,6,-1,--,--,S1142,{'G1594'}
S1143,m12n328,6,-1,--,--,S1143,{'G1593'}
S1144,m12n328,6,1,--,--,S1144,{'G1593'}
S1145,m12n328,6,1,--,--,S1145,{'G1594'}
S1146,12n340,-10,-1,--,--,S1146,"{'G1605', 'G1604', 'G1600', 'G1597', 'G1607', 'G1598', 'G1599', 'G1603', 'G1606', 'G1601', 'G1602'}"
S1147,12n340,-10,-3,--,--,S1149,{'G1599'}
S1148,12n340,-10,-3,--,--,S1148,{'G1597'}
S1149,12n340,-10,-3,--,--,S1147,{'G1598'}
S1150,12n340,-10,1,--,--,S1150,"{'G1605', 'G1609', 'G1600', 'G1604', 'G1607', 'G1603', 'G1606', 'G1610', 'G1608', 'G1601', 'G1602'}"
S1151,12n340,-10,3,--,--,S1152,{'G1609'}
S1152,12n340,-10,3,--,--,S1151,{'G1610'}
S1153,12n340,-10,3,--,--,S1153,{'G1608'}
S1154,m12n340,-2,-1,--,--,S1155,{'G1596'}
S1155,m12n340,-2,-1,--,--,S1154,{'G1595'}
S1156,m12n340,-2,1,--,--,S1157,{'G1596'}
S1157,m12n340,-2,1,--,--,S1156,{'G1595'}
S1158,12n356,-6,-1,--,--,S1159,"{'G1616', 'G1618', 'G1612', 'G1619'}"
S1159,12n356,-6,-1,--,--,S1158,"{'G1613', 'G1611', 'G1614', 'G1615'}"
S1160,12n356,-6,-1,--,--,?,"{'G1617', 'G1620'}"
S1161,12n356,-6,-1,--,--,?,"{'G1621', 'G1622'}"
S1162,12n356,-6,1,--,--,S1164,"{'G1616', 'G1618', 'G1612', 'G1619'}"
S1163,12n356,-6,1,--,--,?,"{'G1621', 'G1622'}"
S1164,12n356,-6,1,--,--,S1162,"{'G1613', 'G1611', 'G1614', 'G1615'}"
S1165,12n356,-6,1,--,--,?,"{'G1617', 'G1620'}"
S1166,m12n358,-10,-1,--,--,S1171,"{'G1647', 'G1645'}"
S1167,m12n358,-10,-1,--,--,S1170,"{'G1646', 'G1648'}"
S1168,m12n358,-10,-1,--,--,S1169,{'G1643'}
S1169,m12n358,-10,-1,--,--,S1168,{'G1644'}
S1170,m12n358,-10,-1,--,--,S1167,"{'G1651', 'G1650'}"
S1171,m12n358,-10,-1,--,--,S1166,"{'G1652', 'G1649'}"
S1172,m12n358,-10,-3,--,--,S1173,{'G1643'}
S1173,m12n358,-10,-3,--,--,S1172,{'G1644'}
S1174,m12n358,-10,1,--,--,?,{'G1655'}
S1175,m12n358,-10,1,--,--,S1178,{'G1654'}
S1176,m12n358,-10,1,--,--,S1180,"{'G1652', 'G1649'}"
S1177,m12n358,-10,1,--,--,S1179,"{'G1651', 'G1650'}"
S1178,m12n358,-10,1,--,--,S1175,{'G1653'}
S1179,m12n358,-10,1,--,--,S1177,"{'G1646', 'G1648'}"
S1180,m12n358,-10,1,--,--,S1176,"{'G1647', 'G1645'}"
S1181,m12n358,-10,3,--,--,?,{'G1655'}
S1182,m12n358,-10,3,--,--,S1183,{'G1654'}
S1183,m12n358,-10,3,--,--,S1182,{'G1653'}
S1184,12n358,-2,-1,--,--,S1185,"{'G1629', 'G1627', 'G1639'}"
S1185,12n358,-2,-1,--,--,S1184,"{'G1626', 'G1638', 'G1636'}"
S1186,12n358,-2,-1,--,--,S1188,"{'G1628', 'G1630', 'G1633', 'G1631'}"
S1187,12n358,-2,-1,--,--,S1189,"{'G1624', 'G1641', 'G1637'}"
S1188,12n358,-2,-1,--,--,S1186,"{'G1635', 'G1625', 'G1623', 'G1642'}"
S1189,12n358,-2,-1,--,--,S1187,"{'G1632', 'G1640', 'G1634'}"
S1190,12n358,-2,1,--,--,S1191,"{'G1624', 'G1641', 'G1633'}"
S1191,12n358,-2,1,--,--,S1190,"{'G1625', 'G1640', 'G1632'}"
