Grid ID,Topological Type,tb,r,X,O,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror
G1546,12n323,-4,-1,"(0, 3, 7, 6, 8, 5, 4, 1, 9, 2)","(4, 8, 1, 9, 2, 0, 6, 5, 3, 7)",--,--,G1560
G1547,12n323,-4,-1,"(0, 7, 1, 9, 8, 5, 2, 4, 3, 6)","(4, 5, 6, 3, 0, 9, 7, 1, 8, 2)",--,--,G1558
G1548,12n323,-4,-1,"(0, 1, 9, 7, 2, 4, 6, 3, 5, 8)","(6, 4, 3, 0, 5, 8, 1, 7, 9, 2)",--,--,G1561
G1549,12n323,-4,-1,"(0, 6, 2, 9, 1, 3, 8, 4, 5, 7)","(5, 8, 7, 4, 6, 0, 2, 1, 9, 3)",--,--,G1562
G1550,12n323,-4,-1,"(0, 1, 6, 8, 7, 9, 4, 5, 3, 2)","(3, 7, 9, 2, 0, 5, 6, 1, 8, 4)",--,--,G1551
G1551,12n323,-4,-1,"(0, 1, 6, 8, 7, 9, 4, 5, 3, 2)","(3, 9, 0, 5, 2, 6, 8, 1, 7, 4)",--,--,G1550
G1552,12n323,-4,-1,"(0, 4, 6, 5, 3, 7, 2, 9, 1, 8)","(6, 7, 1, 9, 8, 0, 4, 3, 5, 2)",--,--,G1553
G1553,12n323,-4,-1,"(0, 7, 9, 8, 2, 4, 3, 1, 5, 6)","(4, 1, 3, 0, 5, 9, 7, 6, 8, 2)",--,--,G1552
G1554,12n323,-4,-1,"(0, 2, 4, 9, 7, 5, 8, 6, 1, 3)","(6, 8, 1, 3, 2, 0, 4, 9, 5, 7)",--,--,G1557
G1555,12n323,-4,-1,"(0, 5, 3, 6, 2, 8, 1, 7, 4, 9)","(6, 8, 7, 9, 4, 3, 5, 2, 0, 1)",--,--,G1556
G1556,12n323,-4,-1,"(0, 6, 9, 1, 5, 3, 7, 8, 4, 2)","(3, 2, 4, 8, 0, 9, 1, 6, 7, 5)",--,--,G1555
G1557,12n323,-4,-1,"(0, 7, 5, 8, 6, 9, 2, 4, 1, 3)","(4, 2, 9, 1, 0, 3, 5, 7, 6, 8)",--,--,G1554
G1558,12n323,-4,-1,"(0, 2, 5, 4, 1, 3, 7, 9, 8, 6)","(3, 7, 9, 6, 5, 8, 0, 4, 1, 2)",--,--,G1547
G1559,12n323,-4,-1,"(0, 6, 5, 8, 2, 9, 3, 1, 4, 7)","(3, 1, 9, 0, 6, 4, 7, 5, 8, 2)",--,--,G1545
G1560,12n323,-4,-1,"(0, 3, 7, 4, 8, 6, 5, 1, 9, 2)","(4, 8, 1, 9, 2, 0, 7, 6, 3, 5)",--,--,G1546
G1561,12n323,-4,-1,"(0, 5, 7, 6, 4, 8, 1, 3, 9, 2)","(3, 8, 1, 9, 0, 2, 5, 7, 4, 6)",--,--,G1548
G1562,12n323,-4,-1,"(0, 3, 2, 6, 4, 1, 8, 5, 9, 7)","(4, 5, 8, 9, 7, 6, 3, 0, 2, 1)",--,--,G1549
G1563,12n323,-4,1,"(0, 1, 6, 8, 7, 9, 4, 5, 3, 2)","(4, 7, 9, 3, 0, 5, 6, 2, 1, 8)",--,--,G1576
G1564,12n323,-4,1,"(0, 4, 1, 5, 8, 7, 9, 6, 3, 2)","(5, 8, 6, 9, 3, 0, 4, 2, 1, 7)",--,--,G1580
G1565,12n323,-4,1,"(0, 6, 8, 7, 9, 2, 4, 3, 1, 5)","(7, 2, 4, 1, 3, 5, 0, 8, 6, 9)",--,--,G1578
G1566,12n323,-4,1,"(0, 3, 6, 8, 5, 7, 4, 9, 2, 1)","(7, 9, 2, 4, 0, 3, 1, 6, 8, 5)",--,--,G1567
G1567,12n323,-4,1,"(0, 3, 1, 5, 7, 8, 6, 9, 4, 2)","(5, 8, 6, 9, 4, 2, 0, 3, 1, 7)",--,--,G1566
G1568,12n323,-4,1,"(0, 5, 8, 1, 9, 7, 2, 4, 6, 3)","(7, 9, 2, 4, 6, 3, 5, 0, 1, 8)",--,--,G1577
G1569,12n323,-4,1,"(0, 9, 1, 8, 6, 4, 2, 5, 3, 7)","(4, 2, 6, 5, 3, 9, 7, 0, 8, 1)",--,--,G1571
G1570,12n323,-4,1,"(0, 4, 5, 3, 1, 2, 7, 9, 6, 8)","(5, 7, 2, 9, 6, 8, 0, 4, 3, 1)",--,--,G1575
G1571,12n323,-4,1,"(0, 5, 9, 7, 6, 8, 2, 4, 1, 3)","(8, 2, 4, 1, 3, 5, 7, 0, 6, 9)",--,--,G1569
G1572,12n323,-4,1,"(0, 4, 7, 5, 8, 6, 3, 1, 9, 2)","(6, 9, 2, 3, 4, 1, 0, 7, 5, 8)",--,--,G1574
G1573,12n323,-4,1,"(0, 2, 1, 3, 8, 7, 9, 6, 4, 5)","(4, 9, 7, 0, 6, 2, 5, 1, 8, 3)",--,--,G1579
G1574,12n323,-4,1,"(0, 8, 5, 3, 1, 2, 4, 6, 9, 7)","(6, 3, 2, 9, 7, 0, 8, 1, 5, 4)",--,--,G1572
G1575,12n323,-4,1,"(0, 7, 1, 3, 6, 2, 9, 4, 8, 5)","(3, 2, 4, 9, 0, 8, 5, 7, 6, 1)",--,--,G1570
G1576,12n323,-4,1,"(0, 1, 6, 8, 7, 9, 4, 5, 3, 2)","(4, 9, 0, 5, 3, 6, 8, 2, 1, 7)",--,--,G1563
G1577,12n323,-4,1,"(0, 7, 8, 5, 9, 1, 4, 2, 6, 3)","(5, 4, 6, 2, 3, 7, 0, 9, 1, 8)",--,--,G1568
G1578,12n323,-4,1,"(0, 3, 5, 7, 6, 8, 4, 2, 9, 1)","(6, 9, 2, 4, 1, 3, 0, 7, 5, 8)",--,--,G1565
G1579,12n323,-4,1,"(0, 8, 7, 9, 3, 5, 4, 6, 1, 2)","(7, 5, 1, 4, 6, 0, 8, 2, 3, 9)",--,--,G1573
G1580,12n323,-4,1,"(0, 3, 5, 9, 7, 6, 8, 2, 4, 1)","(6, 8, 2, 4, 1, 3, 5, 7, 0, 9)",--,--,G1564
G1581,m12n323,-6,-1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(3, 1, 7, 8, 2, 5, 0, 9, 4, 6)",--,--,G1582
G1582,m12n323,-6,-1,"(0, 3, 7, 8, 4, 2, 9, 1, 6, 5)","(6, 8, 9, 1, 0, 5, 3, 4, 2, 7)",--,--,G1581
G1583,m12n323,-6,1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 8, 1, 5, 6, 2, 0, 7, 9)",--,--,?
G1584,m12n323,-6,1,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 7, 8, 1, 5, 2, 0, 6, 9)",--,--,?
G1585,12n328,-17,-2,"(0, 9, 1, 8, 5, 7, 6, 4, 3, 2)","(6, 3, 4, 2, 0, 1, 9, 8, 7, 5)",--,--,G1585
G1586,12n328,-17,-2,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(3, 1, 9, 0, 7, 6, 8, 5, 4, 2)",--,--,G1586
G1587,12n328,-17,-2,"(0, 9, 1, 8, 6, 7, 5, 3, 4, 2)","(5, 3, 4, 2, 0, 1, 9, 8, 6, 7)",--,--,G1587
G1588,12n328,-17,0,"(0, 6, 5, 4, 2, 9, 3, 1, 8, 7)","(3, 1, 0, 9, 8, 6, 7, 5, 4, 2)",G1588,G1589,G1589
G1589,12n328,-17,0,"(0, 9, 7, 6, 3, 8, 5, 2, 4, 1)","(5, 3, 4, 2, 1, 0, 9, 7, 8, 6)",G1589,G1588,G1588
G1590,12n328,-17,2,"(0, 9, 1, 8, 5, 7, 6, 4, 3, 2)","(7, 5, 6, 4, 2, 3, 0, 1, 9, 8)",--,--,G1590
G1591,12n328,-17,2,"(0, 1, 9, 7, 8, 6, 5, 3, 2, 4)","(6, 8, 5, 3, 4, 2, 1, 0, 9, 7)",--,--,G1591
G1592,12n328,-17,2,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 4, 2, 3, 1, 9, 8, 0, 7, 5)",--,--,G1592
G1593,m12n328,7,0,"(0, 3, 5, 4, 6, 7, 8, 9, 1, 2)","(7, 9, 1, 0, 2, 5, 3, 4, 6, 8)",G1594,G1594,G1593
G1594,m12n328,7,0,"(0, 2, 4, 3, 5, 7, 6, 8, 1, 9)","(5, 7, 8, 6, 9, 1, 0, 2, 3, 4)",G1593,G1593,G1594
G1595,m12n340,-1,0,"(0, 3, 2, 1, 4, 5, 7, 6, 9, 8)","(5, 9, 7, 6, 8, 3, 4, 0, 2, 1)",?,?,G1596
G1596,m12n340,-1,0,"(0, 3, 2, 1, 4, 5, 7, 6, 9, 8)","(7, 9, 8, 5, 6, 0, 3, 2, 4, 1)",?,?,G1595
G1597,12n340,-9,-2,"(0, 7, 5, 6, 3, 4, 2, 8, 9, 1)","(2, 1, 8, 9, 7, 0, 5, 3, 4, 6)",--,--,G1597
G1598,12n340,-9,-2,"(0, 1, 8, 6, 7, 3, 5, 4, 2, 9)","(4, 7, 2, 9, 0, 8, 1, 6, 5, 3)",--,--,G1599
G1599,12n340,-9,-2,"(0, 7, 8, 6, 3, 4, 5, 2, 9, 1)","(2, 1, 5, 9, 7, 8, 0, 6, 3, 4)",--,--,G1598
G1600,12n340,-9,0,"(0, 8, 9, 6, 7, 5, 3, 1, 2, 4)","(5, 1, 3, 2, 4, 8, 0, 6, 7, 9)",G1604,G1605,G1607
G1601,12n340,-9,0,"(0, 7, 6, 4, 5, 2, 3, 1, 8, 9)","(6, 5, 1, 8, 9, 7, 0, 4, 2, 3)",G1603,G1606,G1602
G1602,12n340,-9,0,"(0, 9, 6, 7, 8, 5, 3, 4, 1, 2)","(8, 3, 1, 2, 4, 0, 6, 7, 5, 9)",G1606,G1603,G1601
G1603,12n340,-9,0,"(0, 8, 1, 5, 3, 4, 7, 6, 2, 9)","(6, 3, 4, 2, 9, 0, 1, 8, 7, 5)",G1601,G1602,G1606
G1604,12n340,-9,0,"(0, 6, 2, 4, 3, 5, 9, 1, 7, 8)","(5, 1, 9, 0, 7, 8, 6, 4, 2, 3)",G1600,G1607,G1605
G1605,12n340,-9,0,"(0, 6, 3, 4, 1, 5, 2, 7, 9, 8)","(5, 1, 9, 0, 7, 8, 6, 3, 4, 2)",G1607,G1600,G1604
G1606,12n340,-9,0,"(0, 9, 4, 2, 3, 5, 1, 7, 8, 6)","(3, 1, 0, 7, 8, 9, 6, 4, 5, 2)",G1602,G1601,G1603
G1607,12n340,-9,0,"(0, 7, 2, 4, 5, 3, 8, 1, 9, 6)","(3, 1, 8, 9, 0, 7, 4, 6, 5, 2)",G1605,G1604,G1600
G1608,12n340,-9,2,"(0, 5, 3, 4, 6, 2, 1, 8, 9, 7)","(4, 2, 8, 9, 1, 0, 7, 5, 6, 3)",--,--,G1608
G1609,12n340,-9,2,"(0, 8, 9, 2, 7, 4, 5, 3, 6, 1)","(7, 4, 5, 6, 3, 1, 2, 8, 0, 9)",--,--,G1610
G1610,12n340,-9,2,"(0, 8, 7, 1, 5, 3, 4, 6, 2, 9)","(7, 6, 3, 4, 2, 9, 0, 1, 8, 5)",--,--,G1609
G1611,12n356,-5,0,"(0, 1, 6, 2, 9, 3, 5, 4, 8, 7)","(3, 9, 0, 8, 4, 7, 1, 6, 5, 2)",?,G1622,?
G1612,12n356,-5,0,"(0, 3, 1, 8, 6, 2, 5, 9, 4, 7)","(6, 7, 5, 4, 9, 8, 0, 3, 1, 2)",?,G1620,G1613
G1613,12n356,-5,0,"(0, 9, 7, 8, 2, 3, 1, 4, 6, 5)","(6, 3, 1, 4, 7, 0, 5, 9, 2, 8)",G1620,?,G1612
G1614,12n356,-5,0,"(0, 8, 6, 3, 9, 2, 4, 7, 1, 5)","(4, 2, 1, 7, 5, 6, 8, 0, 9, 3)",?,?,?
G1615,12n356,-5,0,"(0, 7, 3, 1, 2, 4, 6, 5, 9, 8)","(4, 2, 9, 5, 0, 8, 1, 7, 6, 3)",?,G1621,G1616
G1616,12n356,-5,0,"(0, 6, 9, 7, 2, 8, 5, 3, 4, 1)","(2, 1, 3, 5, 6, 4, 0, 7, 9, 8)",G1621,?,G1615
G1617,12n356,-5,0,"(0, 9, 5, 1, 2, 4, 6, 8, 7, 3)","(6, 4, 2, 3, 7, 0, 1, 5, 9, 8)",?,G1618,?
G1618,12n356,-5,0,"(0, 7, 3, 2, 4, 6, 8, 9, 5, 1)","(4, 2, 1, 5, 9, 0, 3, 7, 8, 6)",?,G1617,?
G1619,12n356,-5,0,"(0, 5, 4, 6, 9, 7, 8, 1, 3, 2)","(4, 3, 8, 1, 2, 0, 5, 7, 9, 6)",?,?,?
G1620,12n356,-5,0,"(0, 6, 4, 7, 9, 3, 8, 2, 5, 1)","(3, 2, 9, 1, 5, 6, 4, 7, 0, 8)",G1613,G1612,?
G1621,12n356,-5,0,"(0, 6, 3, 5, 4, 8, 7, 9, 1, 2)","(4, 1, 9, 0, 7, 6, 2, 5, 3, 8)",G1616,G1615,?
G1622,12n356,-5,0,"(0, 7, 3, 8, 9, 2, 1, 5, 4, 6)","(5, 1, 9, 0, 6, 7, 4, 3, 8, 2)",?,G1611,?
G1623,12n358,-1,0,"(0, 5, 3, 4, 6, 8, 7, 9, 1, 2)","(4, 1, 7, 2, 9, 5, 0, 3, 6, 8)",G1628,G1635,?
G1624,12n358,-1,0,"(0, 3, 9, 1, 2, 8, 4, 6, 5, 7)","(6, 8, 5, 7, 0, 1, 9, 3, 2, 4)",G1639,G1638,G1632
G1625,12n358,-1,0,"(0, 4, 6, 5, 7, 2, 8, 3, 1, 9)","(8, 9, 3, 1, 4, 6, 5, 0, 7, 2)",G1636,G1627,G1633
G1626,12n358,-1,0,"(0, 8, 1, 9, 2, 4, 3, 6, 7, 5)","(6, 2, 4, 3, 5, 0, 7, 8, 1, 9)",G1640,G1641,G1629
G1627,12n358,-1,0,"(0, 8, 6, 1, 7, 2, 4, 3, 5, 9)","(7, 2, 9, 4, 3, 5, 8, 6, 0, 1)",G1633,G1625,G1636
G1628,12n358,-1,0,"(0, 7, 3, 8, 5, 1, 6, 9, 2, 4)","(6, 1, 9, 0, 2, 4, 3, 5, 7, 8)",G1623,?,G1635
G1629,12n358,-1,0,"(0, 1, 8, 3, 5, 4, 6, 2, 9, 7)","(2, 5, 4, 6, 9, 7, 0, 8, 3, 1)",G1641,G1640,G1626
G1630,12n358,-1,0,"(0, 9, 1, 3, 6, 7, 5, 2, 4, 8)","(3, 2, 5, 7, 8, 4, 0, 6, 9, 1)",G1634,G1637,G1642
G1631,12n358,-1,0,"(0, 3, 1, 2, 5, 6, 4, 7, 9, 8)","(7, 9, 4, 6, 0, 3, 8, 1, 5, 2)",G1635,?,?
G1632,12n358,-1,0,"(0, 2, 9, 1, 3, 5, 4, 8, 6, 7)","(6, 8, 4, 7, 0, 2, 1, 3, 9, 5)",G1638,G1639,G1624
G1633,12n358,-1,0,"(0, 1, 7, 2, 4, 9, 3, 5, 8, 6)","(5, 9, 0, 8, 1, 6, 7, 2, 4, 3)",G1627,G1636,G1625
G1634,12n358,-1,0,"(0, 3, 1, 4, 6, 7, 2, 9, 5, 8)","(7, 9, 8, 0, 3, 5, 6, 4, 1, 2)",G1630,G1642,G1637
G1635,12n358,-1,0,"(0, 4, 6, 2, 3, 5, 7, 9, 1, 8)","(7, 9, 1, 8, 0, 2, 4, 6, 5, 3)",G1631,G1623,G1628
G1636,12n358,-1,0,"(0, 4, 2, 5, 7, 1, 6, 8, 3, 9)","(5, 7, 6, 8, 3, 4, 9, 2, 0, 1)",G1625,G1633,G1627
G1637,12n358,-1,0,"(0, 1, 8, 6, 7, 9, 2, 4, 3, 5)","(4, 7, 3, 0, 5, 6, 8, 1, 9, 2)",G1642,G1630,G1634
G1638,12n358,-1,0,"(0, 6, 7, 9, 5, 8, 1, 3, 2, 4)","(7, 8, 1, 3, 0, 2, 4, 6, 5, 9)",G1632,G1624,G1639
G1639,12n358,-1,0,"(0, 4, 3, 5, 7, 9, 6, 8, 1, 2)","(5, 7, 6, 8, 1, 4, 0, 2, 3, 9)",G1624,G1632,G1638
G1640,12n358,-1,0,"(0, 7, 8, 1, 9, 6, 2, 4, 3, 5)","(4, 3, 6, 7, 5, 0, 8, 1, 9, 2)",G1626,G1629,G1641
G1641,12n358,-1,0,"(0, 9, 1, 4, 2, 5, 3, 8, 6, 7)","(6, 3, 8, 0, 9, 1, 7, 4, 2, 5)",G1629,G1626,G1640
G1642,12n358,-1,0,"(0, 9, 1, 3, 6, 2, 8, 4, 5, 7)","(3, 2, 4, 8, 0, 7, 5, 6, 9, 1)",G1637,G1634,G1630
G1643,m12n358,-9,-2,"(0, 7, 5, 8, 6, 4, 2, 3, 9, 1)","(2, 1, 9, 3, 0, 7, 5, 6, 4, 8)",--,--,G1644
G1644,m12n358,-9,-2,"(0, 5, 7, 6, 3, 4, 2, 9, 1, 8)","(6, 9, 1, 8, 7, 0, 5, 3, 4, 2)",--,--,G1643
G1645,m12n358,-9,0,"(0, 7, 5, 6, 4, 9, 8, 2, 3, 1)","(4, 2, 8, 1, 7, 5, 3, 6, 0, 9)",G1651,G1646,G1649
G1646,m12n358,-9,0,"(0, 4, 9, 5, 3, 1, 7, 6, 8, 2)","(3, 1, 2, 0, 8, 6, 5, 9, 4, 7)",G1649,G1645,G1651
G1647,m12n358,-9,0,"(0, 6, 9, 4, 8, 7, 5, 3, 1, 2)","(3, 1, 5, 7, 6, 0, 2, 9, 4, 8)",G1650,G1648,G1652
G1648,m12n358,-9,0,"(0, 8, 3, 2, 9, 7, 4, 6, 1, 5)","(4, 2, 1, 6, 5, 0, 8, 9, 7, 3)",G1652,G1647,G1650
G1649,m12n358,-9,0,"(0, 8, 6, 2, 5, 1, 9, 4, 3, 7)","(5, 4, 9, 7, 8, 6, 3, 2, 0, 1)",G1646,G1651,G1645
G1650,m12n358,-9,0,"(0, 8, 9, 7, 2, 1, 6, 5, 3, 4)","(6, 1, 3, 0, 8, 5, 4, 9, 7, 2)",G1647,G1652,G1648
G1651,m12n358,-9,0,"(0, 3, 7, 6, 1, 9, 5, 8, 4, 2)","(5, 9, 0, 8, 7, 4, 2, 3, 1, 6)",G1645,G1649,G1646
G1652,m12n358,-9,0,"(0, 8, 3, 7, 2, 9, 1, 5, 4, 6)","(5, 1, 9, 0, 8, 6, 4, 3, 7, 2)",G1648,G1650,G1647
G1653,m12n358,-9,2,"(0, 9, 1, 7, 8, 6, 4, 2, 5, 3)","(8, 2, 6, 4, 5, 3, 0, 7, 1, 9)",--,--,G1654
G1654,m12n358,-9,2,"(0, 5, 7, 4, 6, 3, 1, 2, 9, 8)","(6, 9, 3, 1, 2, 0, 5, 8, 7, 4)",--,--,G1653
G1655,m12n358,-9,2,"(0, 9, 6, 5, 2, 3, 1, 4, 8, 7)","(5, 3, 4, 1, 8, 0, 7, 9, 6, 2)",--,--,?
G1656,m12n370,-1,0,"(0, 1, 4, 3, 5, 2, 6, 9, 8, 7)","(2, 5, 8, 6, 9, 7, 0, 4, 3, 1)",G1659,?,?
G1657,m12n370,-1,0,"(0, 1, 5, 3, 2, 4, 6, 9, 8, 7)","(6, 9, 0, 8, 7, 1, 3, 5, 2, 4)",G1658,?,?
G1658,m12n370,-1,0,"(0, 4, 6, 8, 5, 7, 9, 2, 3, 1)","(5, 7, 9, 2, 1, 0, 3, 4, 8, 6)",G1657,?,?
G1659,m12n370,-1,0,"(0, 3, 1, 4, 2, 5, 9, 8, 6, 7)","(6, 9, 8, 0, 7, 1, 4, 3, 2, 5)",G1656,?,?
G1660,12n370,-9,-2,"(0, 3, 1, 2, 9, 6, 7, 8, 5, 4)","(5, 8, 4, 7, 3, 0, 1, 2, 9, 6)",--,--,G1661
G1661,12n370,-9,-2,"(0, 7, 8, 9, 6, 2, 4, 5, 3, 1)","(2, 1, 5, 3, 0, 7, 8, 9, 6, 4)",--,--,G1660
G1662,12n370,-9,0,"(0, 1, 2, 9, 8, 5, 7, 4, 6, 3)","(4, 5, 8, 6, 3, 0, 1, 9, 2, 7)",G1665,G1666,G1667
G1663,12n370,-9,0,"(0, 6, 3, 4, 5, 2, 8, 7, 1, 9)","(4, 1, 8, 9, 0, 7, 6, 3, 5, 2)",G1664,G1664,G1663
G1664,12n370,-9,0,"(0, 8, 9, 2, 1, 7, 4, 5, 6, 3)","(7, 4, 5, 6, 3, 2, 0, 8, 1, 9)",G1663,G1663,G1664
G1665,12n370,-9,0,"(0, 8, 1, 6, 3, 4, 7, 5, 2, 9)","(6, 3, 5, 2, 9, 0, 1, 8, 7, 4)",G1662,G1667,G1666
G1666,12n370,-9,0,"(0, 3, 8, 6, 7, 9, 5, 1, 2, 4)","(7, 5, 4, 1, 2, 3, 0, 8, 6, 9)",G1667,G1662,G1665
G1667,12n370,-9,0,"(0, 3, 1, 9, 8, 5, 6, 7, 4, 2)","(6, 8, 4, 7, 2, 0, 1, 3, 9, 5)",G1666,G1665,G1662
G1668,12n370,-9,2,"(0, 7, 4, 3, 6, 2, 5, 1, 8, 9)","(6, 3, 2, 8, 1, 9, 0, 7, 4, 5)",--,--,G1669
G1669,12n370,-9,2,"(0, 8, 5, 2, 3, 4, 1, 9, 7, 6)","(3, 4, 1, 7, 9, 0, 8, 6, 5, 2)",--,--,G1668
G1670,m12n371,-2,-1,"(0, 8, 2, 3, 9, 6, 4, 5, 7, 1)","(4, 5, 7, 1, 2, 0, 8, 9, 3, 6)",--,--,G1671
G1671,m12n371,-2,-1,"(0, 1, 4, 5, 3, 6, 9, 2, 8, 7)","(2, 6, 8, 9, 7, 0, 4, 5, 3, 1)",--,--,G1670
G1672,m12n371,-2,1,"(0, 1, 9, 2, 6, 7, 5, 3, 4, 8)","(6, 7, 5, 8, 1, 4, 0, 9, 2, 3)",--,--,G1673
G1673,m12n371,-2,1,"(0, 8, 6, 7, 1, 4, 2, 3, 5, 9)","(7, 4, 2, 3, 5, 9, 8, 6, 0, 1)",--,--,G1672
G1674,12n371,-8,-1,"(0, 6, 5, 7, 9, 8, 4, 2, 1, 3)","(4, 1, 8, 2, 3, 0, 9, 6, 5, 7)",--,--,?
G1675,12n371,-8,1,"(0, 8, 7, 9, 2, 6, 5, 1, 3, 4)","(6, 2, 1, 3, 5, 4, 0, 8, 7, 9)",--,--,?
G1676,12n375,-13,-2,"(0, 6, 5, 3, 9, 8, 4, 2, 1, 7)","(4, 1, 8, 7, 6, 0, 9, 5, 3, 2)",--,--,G1677
G1677,12n375,-13,-2,"(0, 6, 5, 9, 8, 7, 4, 1, 3, 2)","(3, 1, 7, 6, 2, 0, 9, 5, 8, 4)",--,--,G1676
G1678,12n375,-13,0,"(0, 6, 9, 5, 4, 2, 1, 8, 7, 3)","(4, 2, 3, 1, 7, 0, 6, 5, 9, 8)",G1682,G1684,G1681
G1679,12n375,-13,0,"(0, 7, 5, 6, 4, 3, 9, 8, 2, 1)","(4, 2, 8, 3, 1, 7, 5, 0, 9, 6)",G1685,G1680,G1683
G1680,12n375,-13,0,"(0, 9, 7, 2, 1, 8, 6, 4, 5, 3)","(6, 4, 1, 0, 5, 3, 9, 8, 2, 7)",G1683,G1679,G1685
G1681,12n375,-13,0,"(0, 4, 3, 2, 9, 8, 6, 7, 5, 1)","(2, 1, 8, 5, 7, 4, 0, 3, 9, 6)",G1684,G1682,G1678
G1682,12n375,-13,0,"(0, 9, 3, 2, 8, 6, 7, 5, 1, 4)","(5, 2, 1, 7, 4, 0, 3, 9, 8, 6)",G1678,G1681,G1684
G1683,12n375,-13,0,"(0, 5, 3, 9, 8, 2, 7, 6, 4, 1)","(2, 1, 8, 6, 4, 5, 3, 0, 9, 7)",G1680,G1685,G1679
G1684,12n375,-13,0,"(0, 6, 9, 5, 2, 8, 7, 4, 3, 1)","(4, 2, 3, 1, 7, 6, 0, 9, 5, 8)",G1681,G1678,G1682
G1685,12n375,-13,0,"(0, 7, 5, 4, 9, 3, 2, 8, 6, 1)","(4, 2, 1, 8, 6, 7, 5, 3, 0, 9)",G1679,G1683,G1680
G1686,12n375,-13,2,"(0, 6, 5, 3, 9, 8, 4, 2, 1, 7)","(5, 4, 2, 8, 7, 1, 0, 9, 6, 3)",--,--,G1687
G1687,12n375,-13,2,"(0, 6, 4, 3, 5, 2, 9, 8, 7, 1)","(5, 3, 2, 8, 1, 7, 6, 4, 0, 9)",--,--,G1686
G1688,m12n375,3,0,"(0, 5, 2, 3, 6, 4, 7, 9, 1, 8)","(7, 8, 9, 1, 2, 0, 3, 5, 6, 4)",G1690,G1689,G1692
G1689,m12n375,3,0,"(0, 3, 1, 4, 2, 5, 7, 9, 6, 8)","(4, 7, 5, 6, 9, 8, 0, 3, 1, 2)",G1692,G1688,G1690
G1690,m12n375,3,0,"(0, 2, 9, 3, 1, 4, 6, 7, 5, 8)","(3, 4, 6, 7, 5, 8, 0, 2, 9, 1)",G1688,G1692,G1689
G1691,m12n375,3,0,"(0, 2, 3, 7, 4, 8, 9, 1, 5, 6)","(4, 5, 8, 1, 9, 0, 2, 6, 7, 3)",G1696,G1694,G1695
G1692,m12n375,3,0,"(0, 8, 9, 1, 4, 2, 3, 5, 6, 7)","(6, 3, 5, 7, 0, 8, 1, 2, 9, 4)",G1689,G1690,G1688
G1693,m12n375,3,0,"(0, 8, 9, 1, 3, 2, 6, 4, 5, 7)","(6, 2, 5, 7, 8, 0, 1, 9, 3, 4)",?,?,?
G1694,m12n375,3,0,"(0, 2, 3, 7, 4, 8, 9, 1, 5, 6)","(5, 9, 1, 2, 0, 3, 6, 7, 8, 4)",G1695,G1691,G1696
G1695,m12n375,3,0,"(0, 6, 7, 1, 3, 4, 2, 5, 8, 9)","(7, 8, 2, 4, 5, 9, 6, 0, 1, 3)",G1694,G1696,G1691
G1696,m12n375,3,0,"(0, 6, 7, 8, 1, 4, 2, 3, 5, 9)","(8, 9, 3, 5, 6, 0, 7, 1, 2, 4)",G1691,G1695,G1694
G1697,12n403,-1,0,"(0, 6, 7, 3, 4, 5, 1, 2, 8, 9)","(4, 2, 5, 6, 8, 9, 7, 0, 1, 3)",G1698,G1704,G1700
G1698,12n403,-1,0,"(0, 1, 9, 2, 3, 5, 6, 4, 7, 8)","(6, 7, 3, 4, 0, 1, 2, 8, 9, 5)",G1697,G1700,G1704
G1699,12n403,-1,0,"(0, 1, 9, 3, 4, 2, 5, 7, 6, 8)","(5, 6, 2, 0, 1, 7, 8, 3, 9, 4)",G1707,G1702,G1706
G1700,12n403,-1,0,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 2, 3, 4, 0, 1, 7, 8, 9, 5)",G1704,G1698,G1697
G1701,12n403,-1,0,"(0, 1, 9, 4, 5, 6, 2, 3, 7, 8)","(6, 7, 2, 0, 1, 3, 4, 8, 9, 5)",G1708,G1708,G1701
G1702,12n403,-1,0,"(0, 8, 9, 1, 3, 2, 4, 7, 5, 6)","(7, 2, 4, 5, 6, 0, 1, 3, 8, 9)",G1706,G1699,G1707
G1703,12n403,-1,0,"(0, 5, 6, 2, 3, 4, 7, 8, 1, 9)","(3, 1, 4, 5, 8, 9, 0, 6, 7, 2)",G1705,G1705,G1703
G1704,12n403,-1,0,"(0, 6, 7, 3, 4, 5, 1, 2, 8, 9)","(7, 8, 1, 9, 0, 2, 3, 6, 4, 5)",G1700,G1697,G1698
G1705,12n403,-1,0,"(0, 5, 6, 4, 7, 8, 1, 2, 3, 9)","(4, 2, 3, 8, 9, 5, 6, 7, 0, 1)",G1703,G1703,G1705
G1706,12n403,-1,0,"(0, 8, 3, 5, 6, 7, 1, 2, 4, 9)","(7, 1, 9, 0, 2, 4, 3, 5, 8, 6)",G1702,G1707,G1699
