Grid ID,Topological Type,tb,r,X,O,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror
G881,m11n96,-4,1,"(0, 1, 6, 4, 5, 3, 7, 8, 2, 9)","(5, 8, 3, 0, 2, 9, 1, 6, 7, 4)",--,--,G880
G882,m11n96,-4,1,"(0, 2, 5, 6, 9, 7, 8, 4, 1, 3)","(7, 8, 1, 4, 5, 2, 3, 0, 6, 9)",--,--,G879
G883,11n96,-6,-1,"(0, 2, 4, 9, 6, 5, 8, 7, 3, 1)","(5, 7, 1, 3, 0, 2, 4, 9, 8, 6)",--,--,?
G884,11n96,-6,1,"(0, 3, 7, 6, 8, 5, 4, 1, 9, 2)","(5, 9, 2, 1, 4, 3, 0, 7, 6, 8)",--,--,?
G885,m11n110,-3,0,"(0, 9, 1, 3, 2, 4, 5, 8, 7, 6)","(8, 5, 7, 0, 6, 1, 3, 4, 2, 9)",G892,G887,G890
G886,m11n110,-3,0,"(0, 1, 3, 2, 4, 6, 5, 9, 8, 7)","(5, 9, 0, 8, 1, 3, 7, 6, 4, 2)",G888,G889,G891
G887,m11n110,-3,0,"(0, 1, 3, 2, 4, 6, 5, 9, 8, 7)","(2, 4, 9, 5, 8, 0, 7, 6, 3, 1)",G890,G885,G892
G888,m11n110,-3,0,"(0, 3, 7, 8, 6, 9, 1, 5, 4, 2)","(5, 8, 9, 1, 0, 2, 4, 3, 7, 6)",G886,G891,G889
G889,m11n110,-3,0,"(0, 9, 1, 3, 2, 4, 5, 8, 7, 6)","(8, 2, 4, 7, 5, 6, 0, 3, 1, 9)",G891,G886,G888
G890,m11n110,-3,0,"(0, 1, 3, 8, 4, 7, 9, 6, 5, 2)","(6, 9, 0, 2, 1, 3, 5, 4, 8, 7)",G887,G892,G885
G891,m11n110,-3,0,"(0, 4, 7, 5, 3, 2, 6, 8, 1, 9)","(8, 9, 2, 1, 0, 4, 3, 5, 7, 6)",G889,G888,G886
G892,m11n110,-3,0,"(0, 7, 6, 3, 5, 8, 4, 9, 1, 2)","(5, 4, 8, 7, 9, 1, 0, 2, 3, 6)",G885,G890,G887
G893,11n110,-7,-2,"(0, 9, 7, 2, 4, 5, 3, 1, 6, 8)","(5, 1, 0, 8, 6, 9, 7, 4, 2, 3)",--,--,G896
G894,11n110,-7,-2,"(0, 9, 7, 8, 6, 3, 1, 2, 4, 5)","(4, 1, 0, 2, 9, 7, 5, 6, 8, 3)",--,--,G900
G895,11n110,-7,-2,"(0, 8, 6, 7, 3, 4, 5, 2, 1, 9)","(4, 1, 9, 5, 6, 8, 0, 7, 3, 2)",--,--,G897
G896,11n110,-7,-2,"(0, 8, 9, 2, 6, 3, 5, 4, 1, 7)","(3, 1, 4, 8, 0, 7, 9, 6, 5, 2)",--,--,G893
G897,11n110,-7,-2,"(0, 8, 9, 7, 6, 3, 4, 5, 1, 2)","(4, 1, 5, 0, 8, 7, 9, 2, 3, 6)",--,--,G895
G898,11n110,-7,-2,"(0, 1, 9, 4, 7, 5, 3, 6, 8, 2)","(3, 6, 2, 0, 1, 8, 7, 9, 4, 5)",--,--,G899
G899,11n110,-7,-2,"(0, 8, 9, 7, 5, 1, 3, 2, 4, 6)","(4, 1, 2, 0, 8, 6, 7, 5, 9, 3)",--,--,G898
G900,11n110,-7,-2,"(0, 6, 7, 5, 8, 9, 4, 2, 3, 1)","(2, 1, 3, 9, 0, 6, 7, 5, 8, 4)",--,--,G894
G901,11n110,-7,0,"(0, 7, 9, 8, 6, 2, 3, 1, 4, 5)","(6, 3, 4, 1, 9, 7, 0, 5, 8, 2)",G918,G924,G913
G902,11n110,-7,0,"(0, 1, 9, 8, 6, 2, 3, 5, 7, 4)","(6, 7, 5, 0, 3, 4, 9, 1, 2, 8)",G916,G932,G923
G903,11n110,-7,0,"(0, 1, 7, 5, 8, 9, 6, 4, 2, 3)","(6, 9, 4, 0, 2, 3, 1, 8, 5, 7)",G909,G908,G920
G904,11n110,-7,0,"(0, 1, 9, 6, 7, 8, 4, 3, 5, 2)","(4, 8, 2, 0, 3, 5, 1, 6, 9, 7)",G912,G910,G929
G905,11n110,-7,0,"(0, 4, 2, 3, 1, 8, 7, 5, 6, 9)","(8, 9, 5, 7, 4, 6, 2, 0, 1, 3)",G914,G917,G919
G906,11n110,-7,0,"(0, 1, 5, 2, 4, 9, 3, 8, 6, 7)","(3, 9, 0, 8, 6, 5, 7, 4, 1, 2)",G927,G915,G922
G907,11n110,-7,0,"(0, 8, 9, 5, 2, 3, 1, 4, 7, 6)","(4, 1, 3, 0, 7, 8, 6, 9, 5, 2)",G921,G931,G930
G908,11n110,-7,0,"(0, 3, 1, 2, 8, 5, 7, 4, 9, 6)","(7, 9, 5, 6, 4, 0, 3, 1, 2, 8)",G920,G903,G909
G909,11n110,-7,0,"(0, 7, 4, 6, 5, 8, 3, 9, 1, 2)","(5, 3, 1, 2, 9, 0, 6, 4, 7, 8)",G903,G920,G908
G910,11n110,-7,0,"(0, 6, 8, 4, 9, 1, 3, 5, 2, 7)","(5, 3, 1, 0, 2, 7, 8, 9, 6, 4)",G929,G904,G912
G911,11n110,-7,0,"(0, 3, 1, 7, 5, 6, 4, 8, 9, 2)","(5, 6, 4, 3, 9, 2, 0, 1, 7, 8)",G926,G925,G928
G912,11n110,-7,0,"(0, 5, 8, 6, 3, 7, 1, 9, 2, 4)","(3, 2, 4, 1, 9, 0, 8, 5, 6, 7)",G904,G929,G910
G913,11n110,-7,0,"(0, 1, 9, 2, 6, 7, 5, 8, 4, 3)","(4, 8, 5, 7, 0, 3, 1, 2, 9, 6)",G924,G918,G901
G914,11n110,-7,0,"(0, 7, 9, 5, 3, 4, 6, 1, 2, 8)","(6, 4, 1, 0, 8, 9, 2, 3, 7, 5)",G905,G919,G917
G915,11n110,-7,0,"(0, 8, 1, 9, 6, 7, 3, 4, 5, 2)","(7, 3, 4, 2, 0, 5, 6, 9, 1, 8)",G922,G906,G927
G916,11n110,-7,0,"(0, 4, 1, 9, 2, 3, 7, 8, 6, 5)","(7, 8, 6, 3, 4, 0, 1, 5, 2, 9)",G902,G923,G932
G917,11n110,-7,0,"(0, 8, 1, 6, 4, 7, 5, 2, 3, 9)","(6, 4, 5, 3, 9, 0, 8, 7, 1, 2)",G919,G905,G914
G918,11n110,-7,0,"(0, 8, 9, 6, 4, 2, 5, 1, 3, 7)","(5, 2, 4, 3, 0, 7, 8, 6, 9, 1)",G901,G913,G924
G919,11n110,-7,0,"(0, 1, 9, 8, 2, 3, 7, 5, 6, 4)","(5, 8, 6, 3, 4, 0, 1, 9, 2, 7)",G917,G914,G905
G920,11n110,-7,0,"(0, 7, 5, 6, 8, 9, 4, 2, 1, 3)","(4, 2, 9, 0, 3, 7, 1, 8, 5, 6)",G908,G909,G903
G921,11n110,-7,0,"(0, 8, 9, 2, 1, 7, 5, 3, 6, 4)","(7, 3, 5, 6, 4, 2, 8, 0, 1, 9)",G907,G930,G931
G922,11n110,-7,0,"(0, 5, 6, 9, 1, 8, 7, 3, 4, 2)","(6, 7, 3, 4, 5, 2, 0, 8, 1, 9)",G915,G927,G906
G923,11n110,-7,0,"(0, 8, 9, 7, 3, 4, 6, 1, 2, 5)","(6, 4, 5, 1, 8, 0, 2, 3, 9, 7)",G932,G916,G902
G924,11n110,-7,0,"(0, 2, 8, 3, 6, 4, 5, 1, 9, 7)","(4, 5, 1, 9, 2, 8, 0, 7, 6, 3)",G913,G901,G918
G925,11n110,-7,0,"(0, 2, 3, 1, 9, 8, 6, 7, 4, 5)","(4, 6, 8, 5, 7, 2, 0, 1, 9, 3)",G928,G911,G926
G926,11n110,-7,0,"(0, 6, 9, 7, 8, 4, 5, 2, 3, 1)","(4, 2, 3, 1, 5, 6, 9, 7, 0, 8)",G911,G928,G925
G927,11n110,-7,0,"(0, 1, 2, 8, 9, 7, 5, 4, 6, 3)","(5, 6, 9, 0, 4, 1, 3, 8, 2, 7)",G906,G922,G915
G928,11n110,-7,0,"(0, 1, 3, 5, 2, 4, 9, 7, 8, 6)","(2, 7, 9, 0, 8, 6, 5, 3, 4, 1)",G925,G926,G911
G929,11n110,-7,0,"(0, 1, 8, 6, 7, 5, 3, 2, 4, 9)","(5, 7, 4, 9, 2, 8, 0, 6, 1, 3)",G910,G912,G904
G930,11n110,-7,0,"(0, 8, 4, 2, 3, 1, 6, 7, 5, 9)","(6, 1, 9, 7, 0, 5, 8, 4, 2, 3)",G931,G921,G907
G931,11n110,-7,0,"(0, 8, 6, 7, 9, 5, 3, 1, 2, 4)","(7, 3, 1, 4, 2, 0, 6, 5, 8, 9)",G930,G907,G921
G932,11n110,-7,0,"(0, 2, 7, 3, 9, 6, 4, 5, 1, 8)","(4, 6, 5, 1, 2, 0, 8, 9, 7, 3)",G923,G902,G916
G933,11n110,-7,2,"(0, 1, 7, 6, 4, 5, 3, 8, 9, 2)","(4, 6, 5, 3, 9, 2, 0, 1, 7, 8)",--,--,G939
G934,11n110,-7,2,"(0, 2, 8, 9, 7, 5, 3, 4, 1, 6)","(3, 7, 5, 6, 4, 1, 8, 0, 9, 2)",--,--,G936
G935,11n110,-7,2,"(0, 8, 9, 7, 6, 3, 4, 5, 1, 2)","(7, 4, 6, 5, 1, 8, 0, 2, 3, 9)",--,--,G938
G936,11n110,-7,2,"(0, 1, 9, 3, 5, 7, 6, 8, 4, 2)","(7, 8, 5, 6, 0, 4, 2, 3, 1, 9)",--,--,G934
G937,11n110,-7,2,"(0, 4, 7, 8, 6, 9, 5, 2, 1, 3)","(6, 8, 2, 5, 3, 4, 1, 0, 7, 9)",--,--,G940
G938,11n110,-7,2,"(0, 8, 6, 7, 3, 4, 5, 2, 1, 9)","(7, 4, 2, 5, 6, 9, 1, 0, 8, 3)",--,--,G935
G939,11n110,-7,2,"(0, 1, 9, 6, 4, 5, 3, 2, 7, 8)","(6, 7, 5, 3, 0, 2, 1, 8, 9, 4)",--,--,G933
G940,11n110,-7,2,"(0, 2, 7, 5, 4, 6, 8, 3, 1, 9)","(8, 6, 4, 3, 9, 1, 2, 0, 7, 5)",--,--,G937
G941,11n92,-4,-1,"(0, 9, 6, 3, 4, 5, 1, 2, 7, 8)","(7, 1, 0, 8, 9, 2, 3, 6, 4, 5)",--,--,?
G942,11n92,-4,-1,"(0, 1, 9, 8, 2, 3, 4, 6, 7, 5)","(6, 7, 4, 0, 9, 5, 1, 2, 3, 8)",--,--,?
G943,11n92,-4,-1,"(0, 1, 4, 2, 3, 8, 7, 5, 6, 9)","(3, 7, 0, 5, 6, 4, 9, 8, 1, 2)",--,--,?
G944,11n92,-4,-1,"(0, 6, 7, 3, 4, 5, 2, 8, 9, 1)","(2, 1, 5, 6, 8, 9, 7, 0, 3, 4)",--,--,?
G945,11n92,-4,1,"(0, 9, 3, 4, 6, 7, 5, 8, 1, 2)","(8, 4, 5, 1, 2, 3, 0, 6, 7, 9)",--,--,?
G946,11n92,-4,1,"(0, 3, 1, 2, 4, 8, 7, 5, 6, 9)","(8, 9, 4, 5, 7, 6, 3, 0, 1, 2)",--,--,?
G947,11n92,-4,1,"(0, 1, 4, 5, 3, 2, 7, 8, 6, 9)","(7, 8, 9, 2, 1, 6, 4, 5, 0, 3)",--,--,G948
G948,11n92,-4,1,"(0, 9, 2, 3, 4, 8, 1, 6, 7, 5)","(8, 6, 7, 0, 1, 2, 5, 3, 4, 9)",--,--,G947
G949,m11n92,-6,-1,"(0, 9, 6, 3, 2, 1, 4, 7, 8, 5)","(4, 1, 0, 7, 6, 5, 8, 9, 3, 2)",--,--,?
G950,m11n92,-6,-1,"(0, 9, 1, 6, 5, 7, 8, 4, 3, 2)","(4, 3, 8, 0, 9, 2, 6, 7, 1, 5)",--,--,?
G951,m11n92,-6,1,"(0, 7, 6, 3, 2, 1, 4, 5, 9, 8)","(6, 5, 2, 9, 8, 7, 0, 3, 4, 1)",--,--,?
G952,m11n92,-6,1,"(0, 5, 7, 6, 1, 8, 4, 3, 2, 9)","(8, 9, 4, 3, 5, 2, 1, 0, 7, 6)",--,--,?
G953,m11n86,-3,0,"(0, 9, 3, 2, 5, 6, 4, 7, 8, 1)","(4, 2, 1, 6, 7, 0, 8, 9, 3, 5)",?,?,G953
G954,m11n86,-3,0,"(0, 9, 2, 4, 1, 5, 7, 6, 3, 8)","(7, 5, 6, 8, 3, 2, 4, 0, 9, 1)",?,?,?
G955,m11n86,-3,0,"(0, 9, 8, 2, 1, 5, 3, 4, 6, 7)","(6, 4, 1, 0, 7, 9, 8, 2, 3, 5)",?,?,G955
G956,11n86,-7,-2,"(0, 1, 9, 2, 3, 6, 8, 7, 5, 4)","(5, 7, 3, 4, 0, 1, 2, 9, 8, 6)",--,--,G957
G957,11n86,-7,-2,"(0, 1, 6, 5, 2, 4, 3, 9, 7, 8)","(3, 9, 0, 7, 6, 8, 5, 4, 1, 2)",--,--,G956
G958,11n86,-7,-2,"(0, 8, 9, 4, 7, 1, 6, 2, 5, 3)","(5, 1, 2, 0, 3, 4, 8, 7, 9, 6)",--,--,G961
G959,11n86,-7,-2,"(0, 4, 3, 1, 2, 9, 5, 7, 6, 8)","(7, 8, 5, 4, 6, 3, 0, 1, 9, 2)",--,--,G960
G960,11n86,-7,-2,"(0, 3, 4, 2, 1, 6, 8, 7, 9, 5)","(6, 7, 9, 5, 3, 2, 4, 0, 1, 8)",--,--,G959
G961,11n86,-7,-2,"(0, 7, 6, 3, 4, 2, 8, 9, 1, 5)","(2, 1, 9, 7, 0, 5, 3, 4, 6, 8)",--,--,G958
G962,11n86,-7,0,"(0, 4, 6, 5, 7, 2, 9, 1, 3, 8)","(2, 1, 3, 9, 0, 8, 4, 6, 7, 5)",G962,G963,G963
G963,11n86,-7,0,"(0, 2, 6, 9, 7, 8, 5, 3, 4, 1)","(5, 8, 1, 3, 2, 4, 9, 6, 0, 7)",G963,G962,G962
G964,11n86,-7,0,"(0, 7, 5, 6, 2, 4, 8, 3, 1, 9)","(6, 3, 8, 9, 7, 1, 2, 0, 5, 4)",G976,G973,G975
G965,11n86,-7,0,"(0, 1, 7, 6, 8, 4, 5, 3, 2, 9)","(6, 8, 5, 9, 2, 0, 1, 7, 4, 3)",G974,G967,G968
G966,11n86,-7,0,"(0, 6, 7, 2, 3, 5, 4, 9, 1, 8)","(3, 1, 4, 6, 9, 0, 8, 7, 5, 2)",G970,G972,G971
G967,11n86,-7,0,"(0, 8, 3, 2, 5, 4, 6, 1, 7, 9)","(6, 2, 1, 9, 0, 7, 8, 5, 3, 4)",G968,G965,G974
G968,11n86,-7,0,"(0, 7, 6, 8, 3, 4, 5, 2, 1, 9)","(6, 4, 1, 5, 7, 9, 0, 8, 3, 2)",G967,G974,G965
G969,11n86,-7,0,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(5, 6, 2, 3, 9, 8, 1, 0, 7, 4)",G969,G979,G979
G970,11n86,-7,0,"(0, 1, 6, 4, 7, 5, 2, 3, 9, 8)","(4, 5, 3, 9, 0, 8, 7, 1, 6, 2)",G966,G971,G972
G971,11n86,-7,0,"(0, 9, 5, 6, 3, 1, 4, 2, 7, 8)","(6, 2, 7, 1, 0, 8, 9, 5, 3, 4)",G972,G970,G966
G972,11n86,-7,0,"(0, 1, 7, 5, 6, 8, 9, 4, 3, 2)","(4, 6, 3, 9, 0, 2, 7, 8, 1, 5)",G971,G966,G970
G973,11n86,-7,0,"(0, 8, 4, 9, 2, 1, 3, 7, 5, 6)","(3, 1, 0, 7, 8, 5, 6, 4, 9, 2)",G975,G964,G976
G974,11n86,-7,0,"(0, 7, 6, 9, 1, 8, 2, 5, 3, 4)","(6, 5, 2, 3, 4, 0, 9, 1, 7, 8)",G965,G968,G967
G975,11n86,-7,0,"(0, 2, 5, 4, 8, 6, 7, 3, 9, 1)","(4, 7, 3, 1, 2, 9, 0, 8, 5, 6)",G973,G976,G964
G976,11n86,-7,0,"(0, 1, 4, 9, 7, 8, 5, 3, 6, 2)","(3, 7, 8, 6, 0, 2, 1, 9, 4, 5)",G964,G975,G973
G977,11n86,-7,0,"(0, 2, 9, 1, 5, 4, 6, 3, 7, 8)","(6, 7, 4, 3, 2, 0, 1, 8, 9, 5)",G977,G978,G978
G978,11n86,-7,0,"(0, 7, 9, 8, 4, 2, 1, 3, 5, 6)","(5, 2, 3, 1, 9, 0, 6, 7, 8, 4)",G978,G977,G977
G979,11n86,-7,0,"(0, 9, 3, 4, 7, 8, 6, 5, 1, 2)","(8, 4, 5, 1, 2, 3, 0, 7, 6, 9)",G979,G969,G969
G980,11n86,-7,2,"(0, 7, 6, 8, 3, 2, 4, 5, 1, 9)","(6, 4, 2, 5, 1, 7, 9, 0, 8, 3)",--,--,G984
G981,11n86,-7,2,"(0, 7, 8, 5, 9, 4, 6, 2, 1, 3)","(5, 2, 4, 3, 6, 7, 1, 0, 8, 9)",--,--,G982
G982,11n86,-7,2,"(0, 8, 7, 1, 3, 5, 4, 6, 2, 9)","(7, 6, 3, 4, 9, 2, 0, 1, 8, 5)",--,--,G981
G983,11n86,-7,2,"(0, 1, 3, 4, 2, 8, 7, 9, 6, 5)","(2, 8, 9, 0, 7, 6, 3, 5, 4, 1)",--,--,G985
G984,11n86,-7,2,"(0, 3, 8, 9, 7, 4, 2, 5, 1, 6)","(4, 7, 5, 6, 2, 1, 8, 0, 9, 3)",--,--,G980
G985,11n86,-7,2,"(0, 8, 7, 9, 2, 3, 6, 4, 5, 1)","(7, 6, 3, 4, 5, 1, 2, 8, 0, 9)",--,--,G983
G986,m11n111,-1,0,"(0, 3, 7, 4, 5, 6, 1, 2, 9, 8)","(6, 9, 1, 8, 0, 2, 3, 7, 4, 5)",?,?,G987
G987,m11n111,-1,0,"(0, 1, 2, 9, 6, 5, 7, 3, 4, 8)","(5, 6, 7, 4, 0, 8, 1, 9, 2, 3)",?,?,G986
G988,11n111,-9,-2,"(0, 3, 2, 8, 7, 6, 9, 5, 1, 4)","(5, 9, 4, 3, 1, 0, 2, 8, 6, 7)",--,--,?
G989,11n111,-9,0,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(2, 1, 9, 8, 7, 0, 4, 6, 3, 5)",G990,G992,G991
G990,11n111,-9,0,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 2, 0, 8, 7, 3, 6, 5)",G989,G991,G992
G991,11n111,-9,0,"(0, 6, 3, 1, 2, 5, 4, 9, 8, 7)","(4, 2, 9, 8, 7, 0, 6, 5, 3, 1)",G992,G990,G989
G992,11n111,-9,0,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 8, 5, 7, 1, 4, 3, 2, 0, 9)",G991,G989,G990
G993,11n111,-9,2,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(7, 8, 6, 2, 4, 3, 1, 0, 5, 9)",--,--,?
G994,m11n117,-3,0,"(0, 6, 4, 5, 7, 3, 1, 8, 2, 9)","(7, 8, 9, 1, 2, 0, 6, 4, 5, 3)",G999,?,G995
G995,m11n117,-3,0,"(0, 2, 9, 6, 7, 5, 8, 1, 3, 4)","(7, 8, 3, 1, 2, 0, 4, 5, 6, 9)",G1002,?,G994
G996,m11n117,-3,0,"(0, 4, 6, 2, 7, 8, 3, 1, 5, 9)","(6, 8, 1, 9, 0, 5, 7, 4, 2, 3)",G998,G997,G1003
G997,m11n117,-3,0,"(0, 8, 1, 6, 7, 2, 4, 5, 3, 9)","(7, 2, 3, 9, 5, 6, 0, 1, 8, 4)",G1003,G996,G998
G998,m11n117,-3,0,"(0, 1, 5, 6, 9, 7, 8, 3, 4, 2)","(3, 7, 8, 2, 5, 0, 4, 6, 1, 9)",G996,G1003,G997
G999,m11n117,-3,0,"(0, 5, 3, 4, 7, 8, 6, 1, 9, 2)","(4, 1, 6, 9, 2, 3, 0, 7, 5, 8)",G994,?,G1002
G1000,m11n117,-3,0,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 3, 6, 0, 8, 4, 5, 9, 1)",G1000,G1001,G1001
G1001,m11n117,-3,0,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 8, 6, 0, 3, 9, 4, 5, 7, 1)",G1001,G1000,G1000
G1002,m11n117,-3,0,"(0, 1, 9, 4, 2, 3, 6, 8, 5, 7)","(3, 8, 6, 0, 5, 7, 1, 4, 9, 2)",G995,?,G999
G1003,m11n117,-3,0,"(0, 3, 6, 8, 9, 7, 4, 5, 1, 2)","(6, 7, 1, 2, 5, 0, 8, 3, 4, 9)",G997,G998,G996
G1004,11n117,-7,0,"(0, 9, 3, 2, 1, 5, 4, 6, 8, 7)","(6, 1, 0, 8, 4, 3, 7, 9, 5, 2)",G1005,G1007,G1006
G1005,11n117,-7,0,"(0, 9, 3, 5, 1, 8, 2, 7, 6, 4)","(7, 1, 0, 2, 4, 3, 6, 5, 9, 8)",G1004,G1006,G1007
G1006,11n117,-7,0,"(0, 4, 1, 7, 9, 3, 2, 8, 6, 5)","(6, 9, 8, 0, 2, 1, 5, 4, 3, 7)",G1007,G1005,G1004
G1007,11n117,-7,0,"(0, 9, 1, 3, 2, 6, 5, 4, 8, 7)","(5, 2, 8, 0, 4, 3, 9, 7, 6, 1)",G1006,G1004,G1005
G1008,11n37,-3,0,"(0, 9, 8, 2, 1, 4, 3, 5, 6, 7)","(6, 3, 1, 0, 7, 9, 8, 2, 4, 5)",G1013,G1015,G1011
G1009,11n37,-3,0,"(0, 2, 1, 4, 3, 7, 6, 5, 8, 9)","(8, 9, 6, 0, 5, 4, 2, 1, 3, 7)",G1012,G1014,G1010
G1010,11n37,-3,0,"(0, 8, 7, 2, 6, 3, 4, 5, 9, 1)","(6, 5, 9, 8, 1, 0, 2, 3, 4, 7)",G1014,G1012,G1009
G1011,11n37,-3,0,"(0, 8, 5, 6, 7, 9, 3, 2, 4, 1)","(3, 2, 1, 4, 5, 6, 8, 7, 0, 9)",G1015,G1013,G1008
G1012,11n37,-3,0,"(0, 1, 8, 2, 7, 6, 4, 3, 5, 9)","(2, 4, 3, 6, 5, 9, 8, 7, 0, 1)",G1009,G1010,G1014
G1013,11n37,-3,0,"(0, 2, 3, 4, 1, 9, 8, 5, 7, 6)","(3, 4, 5, 8, 7, 6, 0, 9, 2, 1)",G1008,G1011,G1015
G1014,11n37,-3,0,"(0, 9, 8, 2, 1, 4, 3, 5, 6, 7)","(4, 3, 1, 0, 5, 9, 6, 7, 8, 2)",G1010,G1009,G1012
G1015,11n37,-3,0,"(0, 2, 1, 4, 3, 7, 6, 5, 8, 9)","(3, 7, 6, 8, 5, 4, 2, 9, 0, 1)",G1011,G1008,G1013
G1016,m11n37,-7,-2,"(0, 1, 9, 4, 7, 8, 6, 5, 2, 3)","(5, 8, 2, 0, 1, 3, 9, 7, 4, 6)",--,--,G1022
G1017,m11n37,-7,-2,"(0, 1, 3, 6, 5, 4, 2, 8, 9, 7)","(2, 8, 9, 0, 7, 6, 5, 3, 4, 1)",--,--,G1020
G1018,m11n37,-7,-2,"(0, 9, 7, 8, 2, 3, 6, 4, 5, 1)","(3, 1, 0, 4, 5, 9, 2, 7, 8, 6)",--,--,G1023
G1019,m11n37,-7,-2,"(0, 9, 8, 4, 5, 3, 6, 7, 1, 2)","(3, 1, 0, 9, 2, 7, 8, 4, 5, 6)",--,--,G1021
G1020,m11n37,-7,-2,"(0, 9, 5, 3, 4, 6, 7, 2, 8, 1)","(2, 1, 0, 7, 8, 9, 5, 6, 3, 4)",--,--,G1017
G1021,m11n37,-7,-2,"(0, 1, 7, 5, 6, 8, 9, 4, 3, 2)","(3, 6, 2, 9, 0, 1, 7, 8, 5, 4)",--,--,G1019
G1022,m11n37,-7,-2,"(0, 9, 7, 8, 5, 3, 4, 1, 2, 6)","(3, 2, 0, 4, 9, 6, 7, 5, 8, 1)",--,--,G1016
G1023,m11n37,-7,-2,"(0, 7, 8, 2, 3, 6, 5, 4, 1, 9)","(3, 1, 4, 7, 9, 0, 8, 6, 5, 2)",--,--,G1018
G1024,m11n37,-7,0,"(0, 3, 1, 2, 7, 5, 6, 9, 8, 4)","(7, 8, 5, 6, 4, 0, 1, 3, 2, 9)",G1028,G1025,G1031
G1025,m11n37,-7,0,"(0, 7, 5, 6, 3, 4, 2, 8, 9, 1)","(4, 2, 8, 9, 7, 1, 0, 3, 5, 6)",G1031,G1024,G1028
G1026,m11n37,-7,0,"(0, 8, 7, 9, 5, 6, 4, 1, 2, 3)","(6, 1, 0, 4, 2, 3, 8, 5, 7, 9)",?,?,G1030
G1027,m11n37,-7,0,"(0, 1, 9, 6, 4, 7, 8, 3, 2, 5)","(7, 8, 3, 2, 0, 1, 5, 6, 4, 9)",?,?,G1029
G1028,m11n37,-7,0,"(0, 7, 5, 6, 3, 4, 2, 8, 9, 1)","(6, 2, 8, 1, 9, 0, 5, 3, 4, 7)",G1024,G1031,G1025
G1029,m11n37,-7,0,"(0, 7, 6, 3, 8, 2, 4, 5, 1, 9)","(4, 2, 1, 7, 5, 6, 9, 0, 8, 3)",?,?,G1027
G1030,m11n37,-7,0,"(0, 7, 5, 6, 3, 2, 4, 1, 8, 9)","(6, 4, 8, 1, 9, 7, 0, 3, 2, 5)",?,?,G1026
G1031,m11n37,-7,0,"(0, 8, 4, 5, 3, 7, 6, 9, 1, 2)","(6, 3, 1, 2, 9, 0, 8, 4, 5, 7)",G1025,G1028,G1024
G1032,m11n37,-7,2,"(0, 9, 7, 8, 2, 3, 6, 4, 5, 1)","(8, 6, 3, 4, 5, 1, 2, 7, 0, 9)",--,--,G1038
G1033,m11n37,-7,2,"(0, 1, 9, 2, 5, 7, 8, 6, 4, 3)","(7, 8, 5, 6, 0, 1, 4, 3, 2, 9)",--,--,G1036
G1034,m11n37,-7,2,"(0, 9, 7, 8, 5, 6, 2, 3, 4, 1)","(8, 6, 2, 3, 1, 4, 5, 7, 0, 9)",--,--,G1035
G1035,m11n37,-7,2,"(0, 1, 2, 8, 9, 6, 7, 5, 4, 3)","(6, 7, 9, 0, 5, 1, 4, 3, 2, 8)",--,--,G1034
G1036,m11n37,-7,2,"(0, 1, 7, 5, 6, 8, 9, 4, 3, 2)","(5, 6, 4, 9, 0, 3, 7, 2, 1, 8)",--,--,G1033
G1037,m11n37,-7,2,"(0, 8, 9, 6, 7, 4, 3, 1, 2, 5)","(7, 1, 4, 3, 5, 2, 0, 6, 8, 9)",--,--,G1039
G1038,m11n37,-7,2,"(0, 8, 4, 5, 3, 2, 1, 6, 7, 9)","(6, 3, 9, 2, 1, 0, 7, 8, 4, 5)",--,--,G1032
G1039,m11n37,-7,2,"(0, 8, 5, 6, 7, 3, 2, 1, 4, 9)","(7, 3, 9, 2, 4, 1, 0, 5, 8, 6)",--,--,G1037
G1040,m11n143,-3,0,"(0, 1, 8, 7, 9, 2, 6, 4, 3, 5)","(2, 6, 4, 3, 5, 8, 0, 7, 9, 1)",?,G1041,?
G1041,m11n143,-3,0,"(0, 6, 4, 7, 5, 8, 9, 2, 1, 3)","(5, 2, 1, 3, 9, 0, 4, 7, 6, 8)",?,G1040,?
G1042,11n143,-7,-2,"(0, 7, 8, 6, 9, 3, 1, 5, 4, 2)","(3, 1, 2, 0, 4, 7, 8, 9, 6, 5)",--,--,?
G1043,11n143,-7,0,"(0, 6, 3, 1, 2, 5, 4, 9, 7, 8)","(4, 2, 9, 7, 8, 0, 6, 5, 3, 1)",G1046,G1044,G1045
G1044,11n143,-7,0,"(0, 7, 6, 3, 4, 2, 5, 9, 1, 8)","(6, 5, 1, 8, 9, 7, 0, 3, 4, 2)",G1045,G1043,G1046
G1045,11n143,-7,0,"(0, 4, 3, 9, 6, 7, 5, 8, 1, 2)","(6, 8, 5, 4, 1, 2, 0, 3, 7, 9)",G1044,G1046,G1043
