Grid ID,Topological Type,tb,r,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror,Parents
T928,m11n111,-3,2,--,--,T929,{'S723'}
T929,m11n111,-3,2,--,--,T928,{'S724'}
T930,m11n117,-5,-2,--,--,T931,{'S725'}
T931,m11n117,-5,-2,--,--,T930,{'S726'}
T932,m11n117,-5,0,T932,T932,T932,"{'S726', 'S728', 'S727', 'S725'}"
T933,m11n117,-5,2,--,--,T934,{'S727'}
T934,m11n117,-5,2,--,--,T933,{'S728'}
T935,11n117,-9,-2,--,--,T936,{'S730'}
T936,11n117,-9,-2,--,--,T935,{'S729'}
T937,11n117,-9,0,?,?,T938,"{'S730', 'S732'}"
T938,11n117,-9,0,?,?,T937,"{'S731', 'S729'}"
T939,11n117,-9,2,--,--,T940,{'S731'}
T940,11n117,-9,2,--,--,T939,{'S732'}
T941,11n37,-5,-2,--,--,T943,{'S734'}
T942,11n37,-5,-2,--,--,T944,{'S735'}
T943,11n37,-5,-2,--,--,T941,{'S736'}
T944,11n37,-5,-2,--,--,T942,{'S733'}
T945,11n37,-5,0,?,?,T948,"{'S735', 'S737'}"
T946,11n37,-5,0,?,?,T947,"{'S740', 'S734'}"
T947,11n37,-5,0,?,?,T946,"{'S736', 'S739'}"
T948,11n37,-5,0,?,?,T945,"{'S738', 'S733'}"
T949,11n37,-5,2,--,--,T951,{'S740'}
T950,11n37,-5,2,--,--,T952,{'S737'}
T951,11n37,-5,2,--,--,T949,{'S739'}
T952,11n37,-5,2,--,--,T950,{'S738'}
T953,m11n37,-9,-2,--,--,T954,"{'S744', 'S742', 'S746'}"
T954,m11n37,-9,-2,--,--,T953,"{'S745', 'S741', 'S743'}"
T955,m11n37,-9,-4,--,--,T957,{'S744'}
T956,m11n37,-9,-4,--,--,T958,{'S743'}
T957,m11n37,-9,-4,--,--,T955,{'S745'}
T958,m11n37,-9,-4,--,--,T956,{'S746'}
T959,m11n37,-9,0,?,?,T960,"{'S747', 'S742'}"
T960,m11n37,-9,0,?,?,T959,"{'S748', 'S741'}"
T961,m11n37,-9,2,--,--,T962,"{'S747', 'S750', 'S751'}"
T962,m11n37,-9,2,--,--,T961,"{'S748', 'S752', 'S749'}"
T963,m11n37,-9,4,--,--,T966,{'S750'}
T964,m11n37,-9,4,--,--,T965,{'S749'}
T965,m11n37,-9,4,--,--,T964,{'S751'}
T966,m11n37,-9,4,--,--,T963,{'S752'}
T967,m11n143,-5,-2,--,--,T967,{'S753'}
T968,m11n143,-5,0,T968,T968,T968,"{'S754', 'S753'}"
T969,m11n143,-5,2,--,--,T969,{'S754'}
T970,11n143,-9,-2,--,--,T970,"{'S756', 'S755'}"
T971,11n143,-9,-4,--,--,T971,{'S756'}
T972,11n143,-9,0,T972,T972,T972,"{'S757', 'S755'}"
T973,11n143,-9,2,--,--,T973,"{'S757', 'S758'}"
T974,11n143,-9,4,--,--,T974,{'S758'}
T975,11n134,-1,-2,--,--,T976,{'S778'}
T976,11n134,-1,-2,--,--,T975,{'S777'}
T977,11n134,-1,-2,--,--,T978,{'S776'}
T978,11n134,-1,-2,--,--,T977,{'S775'}
T979,11n134,-1,0,?,?,T981,"{'S781', 'S778'}"
T980,11n134,-1,0,?,?,T982,"{'S782', 'S776'}"
T981,11n134,-1,0,?,?,T979,"{'S777', 'S780'}"
T982,11n134,-1,0,?,?,T980,"{'S779', 'S775'}"
T983,11n134,-1,2,--,--,T986,{'S782'}
T984,11n134,-1,2,--,--,T985,{'S781'}
T985,11n134,-1,2,--,--,T984,{'S780'}
T986,11n134,-1,2,--,--,T983,{'S779'}
T987,m11n134,-13,-2,--,--,T988,"{'S761', 'S763', 'S762', 'S760'}"
T988,m11n134,-13,-2,--,--,T987,"{'S764', 'S766', 'S765', 'S759'}"
T989,m11n134,-13,-4,--,--,T991,{'S762'}
T990,m11n134,-13,-4,--,--,T993,{'S764'}
T991,m11n134,-13,-4,--,--,T989,{'S766'}
T992,m11n134,-13,-4,--,--,T994,{'S763'}
T993,m11n134,-13,-4,--,--,T990,{'S761'}
T994,m11n134,-13,-4,--,--,T992,{'S765'}
T995,m11n134,-13,0,?,?,T996,"{'S768', 'S759'}"
T996,m11n134,-13,0,?,?,T995,"{'S767', 'S760'}"
T997,m11n134,-13,2,--,--,T998,"{'S772', 'S774', 'S771', 'S767'}"
T998,m11n134,-13,2,--,--,T997,"{'S768', 'S770', 'S773', 'S769'}"
T999,m11n134,-13,4,--,--,T1004,{'S769'}
T1000,m11n134,-13,4,--,--,T1002,{'S773'}
T1001,m11n134,-13,4,--,--,T1003,{'S770'}
T1002,m11n134,-13,4,--,--,T1000,{'S772'}
T1003,m11n134,-13,4,--,--,T1001,{'S771'}
T1004,m11n134,-13,4,--,--,T999,{'S774'}
T1005,m11n145,-6,-1,--,--,T1005,"{'S785', 'S783'}"
T1006,m11n145,-6,-1,--,--,?,{'S784'}
T1007,m11n145,-6,-3,--,--,T1007,{'S783'}
T1008,m11n145,-6,1,--,--,T1008,"{'S784', 'S786'}"
T1009,m11n145,-6,1,--,--,?,{'S785'}
T1010,m11n145,-6,3,--,--,T1010,{'S786'}
T1011,11n145,-8,-1,--,--,T1011,"{'S789', 'S787', 'S788'}"
T1012,11n145,-8,-3,--,--,T1013,{'S787'}
T1013,11n145,-8,-3,--,--,T1012,{'S788'}
T1014,11n145,-8,1,--,--,T1014,"{'S789', 'S791', 'S790'}"
T1015,11n145,-8,3,--,--,T1016,{'S791'}
T1016,11n145,-8,3,--,--,T1015,{'S790'}
T1017,m11n164,-1,-2,--,--,T1017,{'S795'}
T1018,m11n164,-1,-2,--,--,T1019,{'S796'}
T1019,m11n164,-1,-2,--,--,T1018,{'S794'}
T1020,m11n164,-1,0,T1020,T1020,T1020,"{'S795', 'S794', 'S796', 'S798', 'S797', 'S799'}"
T1021,m11n164,-1,2,--,--,T1022,{'S797'}
T1022,m11n164,-1,2,--,--,T1021,{'S798'}
T1023,m11n164,-1,2,--,--,T1023,{'S799'}
T1024,11n164,-13,-2,--,--,T1024,{'S792'}
T1025,11n164,-13,0,T1025,T1025,T1025,"{'S792', 'S793'}"
T1026,11n164,-13,2,--,--,T1026,{'S793'}
T1027,11n126,-17,-2,--,--,T1027,"{'S801', 'S800'}"
T1028,11n126,-17,-4,--,--,T1028,{'S801'}
T1029,11n126,-17,0,?,?,T1029,{'S802'}
T1030,11n126,-17,0,?,?,T1030,{'S800'}
T1031,11n126,-17,2,--,--,T1031,"{'S802', 'S803'}"
T1032,11n126,-17,4,--,--,T1032,{'S803'}
T1033,m11n126,3,-2,--,--,T1033,{'S804'}
T1034,m11n126,3,-2,--,--,T1034,{'S805'}
T1035,m11n126,3,0,?,?,T1035,"{'S807', 'S804'}"
T1036,m11n126,3,0,?,?,T1036,"{'S805', 'S806'}"
T1037,m11n126,3,2,--,--,T1037,{'S806'}
T1038,m11n126,3,2,--,--,T1038,{'S807'}
T1039,11n142,-5,-2,--,--,T1039,{'S808'}
T1040,11n142,-5,0,T1040,T1040,T1040,"{'S808', 'S809'}"
T1041,11n142,-5,2,--,--,T1041,{'S809'}
T1042,m11n142,-9,-2,--,--,T1042,{'S810'}
T1043,m11n142,-9,0,T1043,T1043,T1043,"{'S811', 'S810'}"
T1044,m11n142,-9,2,--,--,T1044,{'S811'}
T1045,11n27,-15,-2,--,--,T1046,"{'S813', 'S814'}"
T1046,11n27,-15,-2,--,--,T1045,"{'S812', 'S815'}"
T1047,11n27,-15,-4,--,--,T1048,{'S815'}
T1048,11n27,-15,-4,--,--,T1047,{'S814'}
T1049,11n27,-15,0,?,?,T1050,"{'S816', 'S812'}"
T1050,11n27,-15,0,?,?,T1049,"{'S813', 'S817'}"
T1051,11n27,-15,2,--,--,T1052,"{'S818', 'S817'}"
T1052,11n27,-15,2,--,--,T1051,"{'S816', 'S819'}"
T1053,11n27,-15,4,--,--,T1054,{'S819'}
T1054,11n27,-15,4,--,--,T1053,{'S818'}
T1055,m11n27,1,-2,--,--,T1056,{'S820'}
T1056,m11n27,1,-2,--,--,T1055,{'S821'}
T1057,m11n27,1,0,?,?,T1058,"{'S820', 'S823'}"
T1058,m11n27,1,0,?,?,T1057,"{'S822', 'S821'}"
T1059,m11n27,1,2,--,--,T1060,{'S823'}
T1060,m11n27,1,2,--,--,T1059,{'S822'}
T1061,11n147,-12,-1,--,--,T1062,"{'S832', 'S831'}"
T1062,11n147,-12,-1,--,--,T1061,"{'S833', 'S830'}"
T1063,11n147,-12,-3,--,--,T1064,{'S830'}
T1064,11n147,-12,-3,--,--,T1063,{'S831'}
T1065,11n147,-12,1,--,--,T1066,"{'S835', 'S832'}"
T1066,11n147,-12,1,--,--,T1065,"{'S834', 'S833'}"
T1067,11n147,-12,3,--,--,T1068,{'S834'}
T1068,11n147,-12,3,--,--,T1067,{'S835'}
T1069,m11n147,-2,-1,--,--,T1070,"{'S827', 'S824'}"
T1070,m11n147,-2,-1,--,--,T1069,"{'S826', 'S825'}"
T1071,m11n147,-2,-3,--,--,T1072,{'S825'}
T1072,m11n147,-2,-3,--,--,T1071,{'S824'}
T1073,m11n147,-2,1,--,--,T1074,"{'S826', 'S828'}"
T1074,m11n147,-2,1,--,--,T1073,"{'S827', 'S829'}"
T1075,m11n147,-2,3,--,--,T1076,{'S828'}
T1076,m11n147,-2,3,--,--,T1075,{'S829'}
T1077,11n133,-12,-1,--,--,T1077,"{'S840', 'S839'}"
T1078,11n133,-12,-3,--,--,T1078,{'S839'}
T1079,11n133,-12,1,--,--,T1079,"{'S840', 'S841'}"
T1080,11n133,-12,3,--,--,T1080,{'S841'}
T1081,m11n133,-2,-1,--,--,T1081,"{'S837', 'S836'}"
T1082,m11n133,-2,-3,--,--,T1082,{'S836'}
T1083,m11n133,-2,1,--,--,T1083,"{'S837', 'S838'}"
T1084,m11n133,-2,3,--,--,T1084,{'S838'}
T1085,m11n65,-10,-1,--,--,T1085,"{'S852', 'S849', 'S850'}"
T1086,m11n65,-10,-1,--,--,T1086,"{'S851', 'S848'}"
T1087,m11n65,-10,-3,--,--,T1087,{'S850'}
T1088,m11n65,-10,-3,--,--,T1088,{'S848'}
T1089,m11n65,-10,-3,--,--,T1089,{'S849'}
T1090,m11n65,-10,1,--,--,T1090,"{'S852', 'S853'}"
T1091,m11n65,-10,1,--,--,T1091,"{'S851', 'S854'}"
T1092,m11n65,-10,3,--,--,T1092,{'S854'}
T1093,m11n65,-10,3,--,--,T1093,{'S853'}
T1094,11n65,-4,-1,--,--,T1094,"{'S842', 'S844'}"
T1095,11n65,-4,-1,--,--,T1095,"{'S843', 'S845'}"
T1096,11n65,-4,-3,--,--,T1096,{'S842'}
T1097,11n65,-4,-3,--,--,T1097,{'S843'}
T1098,11n65,-4,1,--,--,T1098,"{'S847', 'S845'}"
T1099,11n65,-4,1,--,--,T1099,"{'S846', 'S844'}"
T1100,11n65,-4,3,--,--,T1100,{'S846'}
T1101,11n65,-4,3,--,--,T1101,{'S847'}
T1102,11n173,-12,-1,--,--,T1102,"{'S861', 'S863'}"
T1103,11n173,-12,-1,--,--,T1103,{'S862'}
T1104,11n173,-12,-3,--,--,T1104,{'S861'}
T1105,11n173,-12,1,--,--,T1105,{'S863'}
T1106,11n173,-12,1,--,--,T1106,"{'S864', 'S862'}"
T1107,11n173,-12,3,--,--,T1107,{'S864'}
T1108,m11n173,-2,-1,--,--,T1108,"{'S858', 'S856'}"
T1109,m11n173,-2,-1,--,--,T1109,"{'S857', 'S855'}"
T1110,m11n173,-2,-3,--,--,T1110,{'S856'}
T1111,m11n173,-2,-3,--,--,T1111,{'S855'}
T1112,m11n173,-2,1,--,--,T1112,"{'S857', 'S859'}"
T1113,m11n173,-2,1,--,--,T1113,"{'S858', 'S860'}"
T1114,m11n173,-2,3,--,--,T1114,{'S860'}
T1115,m11n173,-2,3,--,--,T1115,{'S859'}
T1116,11n99,-1,-2,--,--,T1116,{'S872'}
T1117,11n99,-1,-2,--,--,T1117,{'S871'}
T1118,11n99,-1,0,?,?,T1118,"{'S871', 'S874'}"
T1119,11n99,-1,0,?,?,T1119,"{'S872', 'S873'}"
T1120,11n99,-1,2,--,--,T1120,{'S874'}
T1121,11n99,-1,2,--,--,T1121,{'S873'}
T1122,m11n99,-13,-2,--,--,T1122,"{'S865', 'S866', 'S867'}"
T1123,m11n99,-13,-4,--,--,T1123,{'S867'}
T1124,m11n99,-13,-4,--,--,T1124,{'S866'}
T1125,m11n99,-13,0,T1125,T1125,T1125,"{'S865', 'S868'}"
T1126,m11n99,-13,2,--,--,T1126,"{'S870', 'S868', 'S869'}"
T1127,m11n99,-13,4,--,--,T1127,{'S869'}
T1128,m11n99,-13,4,--,--,T1128,{'S870'}
T1129,11n183,-17,-2,--,--,T1129,"{'S876', 'S875'}"
T1130,11n183,-17,-4,--,--,T1130,{'S876'}
T1131,11n183,-17,0,T1131,T1131,T1131,"{'S877', 'S875'}"
T1132,11n183,-17,2,--,--,T1132,"{'S877', 'S878'}"
T1133,11n183,-17,4,--,--,T1133,{'S878'}
T1134,m11n183,3,-2,--,--,T1134,{'S879'}
T1135,m11n183,3,-2,--,--,T1135,{'S880'}
T1136,m11n183,3,0,?,?,T1136,"{'S879', 'S882'}"
T1137,m11n183,3,0,?,?,T1137,"{'S881', 'S880'}"
T1138,m11n183,3,2,--,--,T1138,{'S881'}
T1139,m11n183,3,2,--,--,T1139,{'S882'}
T1140,m11n24,-6,-1,--,--,T1142,"{'S883', 'S892'}"
T1141,m11n24,-6,-1,--,--,T1143,"{'S887', 'S891', 'S888'}"
T1142,m11n24,-6,-1,--,--,T1140,"{'S884', 'S885', 'S890'}"
T1143,m11n24,-6,-1,--,--,T1141,"{'S886', 'S889'}"
T1144,m11n24,-6,-3,--,--,T1148,{'S886'}
T1145,m11n24,-6,-3,--,--,T1149,{'S883'}
T1146,m11n24,-6,-3,--,--,?,{'S885'}
T1147,m11n24,-6,-3,--,--,?,{'S887'}
T1148,m11n24,-6,-3,--,--,T1144,{'S888'}
T1149,m11n24,-6,-3,--,--,T1145,{'S884'}
T1150,m11n24,-6,1,--,--,T1151,"{'S896', 'S893', 'S890'}"
T1151,m11n24,-6,1,--,--,T1150,"{'S892', 'S894', 'S898'}"
T1152,m11n24,-6,1,--,--,T1153,"{'S895', 'S891'}"
T1153,m11n24,-6,1,--,--,T1152,"{'S897', 'S889'}"
T1154,m11n24,-6,3,--,--,T1159,{'S894'}
T1155,m11n24,-6,3,--,--,T1158,{'S896'}
T1156,m11n24,-6,3,--,--,?,{'S895'}
T1157,m11n24,-6,3,--,--,?,{'S897'}
T1158,m11n24,-6,3,--,--,T1155,{'S898'}
T1159,m11n24,-6,3,--,--,T1154,{'S893'}
T1160,11n24,-8,-1,--,--,T1161,"{'S899', 'S903', 'S902'}"
T1161,11n24,-8,-1,--,--,T1160,"{'S901', 'S900', 'S906'}"
T1162,11n24,-8,-1,--,--,T1163,{'S905'}
T1163,11n24,-8,-1,--,--,T1162,{'S904'}
T1164,11n24,-8,-3,--,--,T1165,{'S900'}
T1165,11n24,-8,-3,--,--,T1164,{'S899'}
T1166,11n24,-8,-3,--,--,T1167,{'S901'}
T1167,11n24,-8,-3,--,--,T1166,{'S902'}
T1168,11n24,-8,1,--,--,T1170,"{'S910', 'S906'}"
T1169,11n24,-8,1,--,--,T1171,"{'S904', 'S907'}"
T1170,11n24,-8,1,--,--,T1168,"{'S909', 'S903'}"
T1171,11n24,-8,1,--,--,T1169,"{'S908', 'S905'}"
T1172,11n24,-8,3,--,--,T1174,{'S910'}
T1173,11n24,-8,3,--,--,T1175,{'S907'}
T1174,11n24,-8,3,--,--,T1172,{'S909'}
T1175,11n24,-8,3,--,--,T1173,{'S908'}
T1176,11n23,-12,-1,--,--,T1177,"{'S923', 'S921'}"
T1177,11n23,-12,-1,--,--,T1176,"{'S922', 'S924'}"
T1178,11n23,-12,-3,--,--,T1179,{'S922'}
T1179,11n23,-12,-3,--,--,T1178,{'S921'}
T1180,11n23,-12,1,--,--,T1181,"{'S923', 'S926'}"
T1181,11n23,-12,1,--,--,T1180,"{'S925', 'S924'}"
T1182,11n23,-12,3,--,--,T1183,{'S926'}
T1183,11n23,-12,3,--,--,T1182,{'S925'}
T1184,m11n23,-2,-1,--,--,T1185,"{'S915', 'S911', 'S912'}"
T1185,m11n23,-2,-1,--,--,T1184,"{'S914', 'S916', 'S913'}"
T1186,m11n23,-2,-3,--,--,T1188,{'S911'}
T1187,m11n23,-2,-3,--,--,T1189,{'S912'}
T1188,m11n23,-2,-3,--,--,T1186,{'S914'}
T1189,m11n23,-2,-3,--,--,T1187,{'S913'}
T1190,m11n23,-2,1,--,--,T1191,"{'S915', 'S917', 'S920'}"
T1191,m11n23,-2,1,--,--,T1190,"{'S918', 'S919', 'S916'}"
T1192,m11n23,-2,3,--,--,T1194,{'S918'}
T1193,m11n23,-2,3,--,--,T1195,{'S919'}
T1194,m11n23,-2,3,--,--,T1192,{'S920'}
T1195,m11n23,-2,3,--,--,T1193,{'S917'}
T1196,8a12,-7,-2,--,--,?,{'S929'}
T1197,8a12,-7,-2,--,--,?,{'S927'}
T1198,8a12,-7,0,?,?,?,"{'S929', 'S931'}"
T1199,8a12,-7,0,?,?,?,"{'S927', 'S930'}"
T1200,8a12,-7,2,--,--,?,{'S930'}
T1201,8a12,-7,2,--,--,?,{'S931'}
T1202,8a14,-11,-2,--,--,T1202,{'S934'}
T1203,8a14,-11,-2,--,--,T1203,"{'S939', 'S937', 'S938', 'S936', 'S935'}"
T1204,8a14,-11,-4,--,--,T1206,{'S939'}
T1205,8a14,-11,-4,--,--,T1207,{'S938'}
T1206,8a14,-11,-4,--,--,T1204,{'S936'}
T1207,8a14,-11,-4,--,--,T1205,{'S937'}
T1208,8a14,-11,0,?,?,T1208,"{'S942', 'S935'}"
T1209,8a14,-11,0,?,?,T1209,"{'S934', 'S941'}"
T1210,8a14,-11,2,--,--,T1210,{'S941'}
T1211,8a14,-11,2,--,--,T1211,"{'S942', 'S944', 'S943', 'S946', 'S945'}"
T1212,8a14,-11,4,--,--,T1213,{'S945'}
T1213,8a14,-11,4,--,--,T1212,{'S944'}
T1214,8a14,-11,4,--,--,T1215,{'S946'}
T1215,8a14,-11,4,--,--,T1214,{'S943'}
T1216,m8a14,-3,-2,--,--,?,{'S948'}
T1217,m8a14,-3,-2,--,--,?,{'S947'}
T1218,m8a14,-3,-2,--,--,T1219,{'S950'}
T1219,m8a14,-3,-2,--,--,T1218,{'S949'}
T1220,m8a14,-3,0,?,?,T1222,"{'S952', 'S950'}"
T1221,m8a14,-3,0,?,?,?,"{'S948', 'S954'}"
T1222,m8a14,-3,0,?,?,T1220,"{'S949', 'S951', 'S953'}"
T1223,m8a14,-3,0,?,?,?,"{'S955', 'S947'}"
T1224,m8a14,-3,2,--,--,?,{'S955'}
T1225,m8a14,-3,2,--,--,T1228,{'S952'}
T1226,m8a14,-3,2,--,--,?,{'S951'}
T1227,m8a14,-3,2,--,--,?,{'S954'}
T1228,m8a14,-3,2,--,--,T1225,{'S953'}
T1229,8a15,-15,-2,--,--,T1229,"{'S956', 'S961', 'S957', 'S963'}"
T1230,8a15,-15,-2,--,--,T1230,{'S960'}
T1231,8a15,-15,-4,--,--,T1231,{'S961'}
T1232,8a15,-15,-4,--,--,T1232,{'S963'}
T1233,8a15,-15,0,?,?,T1233,"{'S956', 'S964'}"
T1234,8a15,-15,0,?,?,T1234,{'S960'}
T1235,8a15,-15,0,?,?,T1235,{'S967'}
T1236,8a15,-15,0,?,?,T1236,"{'S957', 'S966'}"
T1237,8a15,-15,2,--,--,T1237,{'S970'}
T1238,8a15,-15,2,--,--,T1238,{'S967'}
T1239,8a15,-15,2,--,--,T1239,{'S966'}
T1240,8a15,-15,2,--,--,T1240,"{'S969', 'S972', 'S964'}"
T1241,8a15,-15,4,--,--,T1241,{'S969'}
T1242,8a15,-15,4,--,--,T1242,{'S970'}
T1243,8a15,-15,4,--,--,T1243,{'S972'}
T1244,m8a15,1,-2,--,--,T1244,{'S976'}
T1245,m8a15,1,-2,--,--,T1245,{'S975'}
T1246,m8a15,1,-2,--,--,T1246,{'S974'}
T1247,m8a15,1,-2,--,--,T1247,{'S973'}
T1248,m8a15,1,0,?,?,T1248,"{'S973', 'S975', 'S977', 'S980'}"
T1249,m8a15,1,0,?,?,T1249,"{'S976', 'S978', 'S979', 'S974'}"
T1250,m8a15,1,2,--,--,?,{'S980'}
T1251,m8a15,1,2,--,--,?,{'S979'}
T1252,m8a15,1,2,--,--,T1252,{'S978'}
T1253,m8a15,1,2,--,--,T1253,{'S977'}
T1254,m8a16,-10,-1,--,--,T1254,"{'S989', 'S995'}"
T1255,m8a16,-10,-1,--,--,T1255,"{'S991', 'S996'}"
T1256,m8a16,-10,-3,--,--,T1256,{'S989'}
T1257,m8a16,-10,-3,--,--,T1257,"{'S992', 'S994', 'S991', 'S993'}"
T1258,m8a16,-10,-5,--,--,T1258,{'S994'}
T1259,m8a16,-10,-5,--,--,T1260,{'S993'}
T1260,m8a16,-10,-5,--,--,T1259,{'S992'}
T1261,m8a16,-10,1,--,--,T1261,"{'S998', 'S996'}"
T1262,m8a16,-10,1,--,--,T1262,"{'S995', 'S997', 'S999'}"
T1263,m8a16,-10,3,--,--,T1263,"{'S1000', 'S998'}"
T1264,m8a16,-10,3,--,--,T1264,{'S997'}
T1265,m8a16,-10,3,--,--,?,{'S999'}
T1266,m8a16,-10,5,--,--,T1266,{'S1000'}
T1267,8a16,-4,-1,--,--,T1269,{'S985'}
T1268,8a16,-4,-1,--,--,?,{'S984'}
T1269,8a16,-4,-1,--,--,T1267,"{'S981', 'S986'}"
T1270,8a16,-4,-1,--,--,?,"{'S982', 'S983'}"
T1271,8a16,-4,-3,--,--,?,{'S981'}
T1272,8a16,-4,-3,--,--,?,{'S982'}
T1273,8a16,-4,1,--,--,T1275,"{'S985', 'S988'}"
T1274,8a16,-4,1,--,--,?,"{'S987', 'S984'}"
T1275,8a16,-4,1,--,--,T1273,{'S986'}
T1276,8a16,-4,1,--,--,?,{'S983'}
T1277,8a16,-4,3,--,--,?,{'S988'}
T1278,8a16,-4,3,--,--,?,{'S987'}
T1279,8a17,-7,-2,--,--,T1284,"{'S1008', 'S1004'}"
T1280,8a17,-7,-2,--,--,T1282,"{'S1007', 'S1005'}"
T1281,8a17,-7,-2,--,--,T1283,"{'S1003', 'S1009'}"
T1282,8a17,-7,-2,--,--,T1280,"{'S1001', 'S1012'}"
T1283,8a17,-7,-2,--,--,T1281,"{'S1006', 'S1011'}"
T1284,8a17,-7,-2,--,--,T1279,"{'S1002', 'S1010'}"
T1285,8a17,-7,-4,--,--,T1289,{'S1012'}
T1286,8a17,-7,-4,--,--,T1287,{'S1008'}
T1287,8a17,-7,-4,--,--,T1286,{'S1010'}
T1288,8a17,-7,-4,--,--,T1290,{'S1011'}
T1289,8a17,-7,-4,--,--,T1285,{'S1007'}
T1290,8a17,-7,-4,--,--,T1288,{'S1009'}
T1291,8a17,-7,0,?,?,T1293,"{'S1001', 'S1016'}"
T1292,8a17,-7,0,?,?,T1294,"{'S1003', 'S1018'}"
T1293,8a17,-7,0,?,?,T1291,"{'S1005', 'S1015'}"
T1294,8a17,-7,0,?,?,T1292,"{'S1006', 'S1017'}"
T1295,8a17,-7,0,?,?,T1296,"{'S1002', 'S1014'}"
T1296,8a17,-7,0,?,?,T1295,"{'S1013', 'S1004'}"
T1297,8a17,-7,2,--,--,T1298,{'S1013'}
T1298,8a17,-7,2,--,--,T1297,{'S1014'}
T1299,8a17,-7,2,--,--,T1302,"{'S1020', 'S1015'}"
T1300,8a17,-7,2,--,--,T1301,"{'S1019', 'S1018'}"
T1301,8a17,-7,2,--,--,T1300,"{'S1017', 'S1024'}"
T1302,8a17,-7,2,--,--,T1299,"{'S1022', 'S1023', 'S1016'}"
T1303,8a17,-7,4,--,--,?,{'S1023'}
T1304,8a17,-7,4,--,--,T1305,{'S1019'}
T1305,8a17,-7,4,--,--,T1304,{'S1024'}
T1306,8a17,-7,4,--,--,T1307,{'S1022'}
T1307,8a17,-7,4,--,--,T1306,{'S1020'}
T1308,8a18,-7,-2,--,--,T1308,"{'S1026', 'S1025'}"
T1309,8a18,-7,-4,--,--,T1309,{'S1026'}
T1310,8a18,-7,0,T1310,T1310,T1310,"{'S1027', 'S1025'}"
T1311,8a18,-7,2,--,--,T1311,"{'S1028', 'S1027'}"
T1312,8a18,-7,4,--,--,T1312,{'S1028'}
T1313,12n25,-7,-2,--,--,T1317,{'S1042'}
T1314,12n25,-7,-2,--,--,T1315,{'S1039'}
T1315,12n25,-7,-2,--,--,T1314,{'S1031'}
T1316,12n25,-7,-2,--,--,T1318,{'S1041'}
T1317,12n25,-7,-2,--,--,T1313,{'S1032'}
T1318,12n25,-7,-2,--,--,T1316,{'S1030'}
T1319,12n25,-7,-2,--,--,T1326,{'S1040'}
T1320,m12n25,-7,-2,--,--,T1322,{'S1035'}
T1321,12n25,-7,-2,--,--,T1321,{'S1036'}
T1322,m12n25,-7,-2,--,--,T1320,{'S1034'}
T1323,m12n25,-7,-2,--,--,?,{'S1029'}
T1324,12n25,-7,-2,--,--,T1324,{'S1038'}
T1325,m12n25,-7,-2,--,--,?,{'S1033'}
T1326,12n25,-7,-2,--,--,T1319,{'S1037'}
T1327,12n25,-7,0,?,?,T1327,"{'S1031', 'S1041', 'S1043', 'S1048', 'S1030', 'S1039', 'S1055', 'S1050', 'S1044', 'S1038'}"
T1328,m12n25,-7,0,?,?,T1332,"{'S1054', 'S1035'}"
T1329,m12n25,-7,0,?,?,?,"{'S1051', 'S1029'}"
T1330,12n25,-7,0,?,?,T1330,"{'S1052', 'S1032', 'S1037', 'S1053', 'S1056', 'S1040', 'S1046', 'S1042', 'S1036', 'S1045'}"
T1331,m12n25,-7,0,?,?,?,"{'S1033', 'S1047'}"
T1332,m12n25,-7,0,?,?,T1328,"{'S1049', 'S1034'}"
T1333,m12n25,-7,2,--,--,T1340,{'S1054'}
T1334,12n25,-7,2,--,--,T1339,{'S1053'}
T1335,m12n25,-7,2,--,--,?,{'S1051'}
T1336,12n25,-7,2,--,--,T1341,{'S1050'}
T1337,12n25,-7,2,--,--,T1344,{'S1048'}
T1338,12n25,-7,2,--,--,T1343,{'S1045'}
T1339,12n25,-7,2,--,--,T1334,{'S1046'}
T1340,m12n25,-7,2,--,--,T1333,{'S1049'}
T1341,12n25,-7,2,--,--,T1336,{'S1055'}
T1342,12n25,-7,2,--,--,T1342,{'S1043'}
T1343,12n25,-7,2,--,--,T1338,{'S1056'}
T1344,12n25,-7,2,--,--,T1337,{'S1044'}
T1345,m12n25,-7,2,--,--,?,{'S1047'}
T1346,12n25,-7,2,--,--,T1346,{'S1052'}
T1347,m12n253,-12,-1,--,--,T1348,"{'S1063', 'S1065'}"
T1348,m12n253,-12,-1,--,--,T1347,"{'S1064', 'S1066'}"
T1349,m12n253,-12,-3,--,--,T1350,{'S1064'}
T1350,m12n253,-12,-3,--,--,T1349,{'S1063'}
T1351,m12n253,-12,1,--,--,T1352,"{'S1067', 'S1066'}"
T1352,m12n253,-12,1,--,--,T1351,"{'S1068', 'S1065'}"
T1353,m12n253,-12,3,--,--,T1354,{'S1068'}
T1354,m12n253,-12,3,--,--,T1353,{'S1067'}
T1355,12n253,-2,-1,--,--,T1356,"{'S1057', 'S1060'}"
T1356,12n253,-2,-1,--,--,T1355,"{'S1059', 'S1058'}"
T1357,12n253,-2,-3,--,--,T1358,{'S1057'}
T1358,12n253,-2,-3,--,--,T1357,{'S1058'}
T1359,12n253,-2,1,--,--,T1360,"{'S1062', 'S1060'}"
T1360,12n253,-2,1,--,--,T1359,"{'S1059', 'S1061'}"
